player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id
Mark Allen,Ricky Walden,7,1580,1418,0.7099919234270913,0.5998883688639983,501,313,3345,1869,539,328,3930,2171,41,24,985,596,45,25,1032,557,0,4,1.0,0.0,1063
Stephen Maguire,Judd Trump,7,1563,1551,0.516401329564288,0.5074994375506203,663,444,4995,2838,521,340,3566,2056,128,83,1272,739,122,79,1344,782,1,4,1.0,0.19999999999999996,1063
Mark Selby,Steve Davis,7,1592,1246,0.8787157914455135,0.7037042379997707,736,495,5330,3063,1351,886,11510,6584,16,10,1443,875,8,2,581,286,4,1,0.0,0.8,1063
Neil Robertson,Ali Carter,7,1546,1544,0.5027343522137269,0.5012499973958399,621,402,4581,2585,683,409,4942,2719,65,41,1382,815,11,5,876,499,4,0,0.0,1.0,1063
Stuart Bingham,Ronnie O'Sullivan,7,1488,1663,0.2751060630015586,0.3923368301671083,744,462,5592,3158,1006,762,8914,5399,96,60,1203,680,71,46,674,431,2,4,1.0,0.33333333333333337,1063
Ding Junhui,Dominic Dale,7,1520,1358,0.7099919234270913,0.5998883688639983,511,336,3771,2140,671,384,5047,2683,25,17,1136,674,46,26,851,438,4,2,0.0,0.6666666666666666,1063
Barry Hawkins,John Higgins,7,1499,1507,0.489063958143771,0.4950001666600003,651,398,4692,2602,1088,774,8991,5314,57,34,1223,697,68,41,944,554,4,1,0.0,0.8,1063
Shaun Murphy,Marco Fu,7,1479,1507,0.46178117660461016,0.48250714233361025,695,446,5259,2964,616,363,4657,2519,85,52,1213,673,73,43,1054,600,1,4,1.0,0.19999999999999996,1063
Mark Selby,Judd Trump,11,1592,1551,0.5690050896591118,0.5256025883246178,736,495,5330,3063,521,340,3566,2056,16,10,1443,875,122,79,1344,782,1,6,1.0,0.1428571428571429,1063
Neil Robertson,Ricky Walden,11,1546,1418,0.7059926256230133,0.5793242521487495,621,402,4581,2585,539,328,3930,2171,65,41,1382,815,45,25,1032,557,6,3,0.0,0.6666666666666666,1063
Marco Fu,Ronnie O'Sullivan,11,1507,1663,0.25476985080673775,0.4037173007032121,616,363,4657,2519,1006,762,8914,5399,73,43,1054,600,71,46,674,431,0,6,1.0,0.0,1063
Barry Hawkins,Ding Junhui,11,1499,1520,0.4645191152938194,0.48687801381775675,651,398,4692,2602,511,336,3771,2140,57,34,1223,697,25,17,1136,674,5,6,1.0,0.4545454545454546,1063
Judd Trump,Neil Robertson,11,1551,1546,0.5084588118089964,0.5031249593105316,521,340,3566,2056,621,402,4581,2585,122,79,1344,782,65,41,1382,815,6,4,0.0,0.6,1063
Ding Junhui,Ronnie O'Sullivan,11,1520,1663,0.27262692166823665,0.4115648798723618,511,336,3771,2140,1006,762,8914,5399,25,17,1136,674,71,46,674,431,4,6,1.0,0.4,1063
Judd Trump,Ronnie O'Sullivan,19,1551,1663,0.26850785507112207,0.43045377606077095,521,340,3566,2056,1006,762,8914,5399,122,79,1344,782,71,46,674,431,7,10,1.0,0.4117647058823529,1063
Ding Junhui,Wang Zepeng,11,1526,985,0.986675170010462,0.7945380470706461,514,338,3798,2154,8,3,40,14,52,31,1163,688,0,0,40,14,5,6,1.0,0.4545454545454546,1058
Liang Wenbo,Zhou Yuelong,11,1429,1134,0.8920712523878022,0.6764489333484796,355,208,2424,1331,32,14,191,91,49,27,786,447,27,12,191,91,2,6,1.0,0.25,1058
Sydney Wilson,Ben Woollaston,11,1110,1379,0.12912052326181833,0.33793727519360117,99,41,541,254,356,206,2338,1260,30,18,251,138,50,27,792,441,3,6,1.0,0.33333333333333337,1058
Kyren Wilson,Ross Muir,11,1345,1132,0.8154560379628985,0.6300660082850182,209,125,1284,702,43,18,244,113,37,18,428,239,27,12,234,108,6,1,0.0,0.8571428571428571,1058
Mark Williams,Scott Donaldson,11,1428,1233,0.7947551021173549,0.6195173196470847,1032,675,8222,4694,88,46,569,285,72,43,949,535,26,11,559,280,6,2,0.0,0.75,1058
Robbie Williams,Ahmed Saif,11,1292,979,0.90513815391989,0.6862186708976811,224,125,1322,688,22,6,122,37,46,23,576,299,14,4,108,36,6,2,0.0,0.75,1058
Alex Davies,Jimmy White,11,1234,1240,0.4898497747192653,0.49625007031091806,181,93,1087,553,1313,750,11456,6065,32,14,267,132,30,14,646,302,5,6,1.0,0.4545454545454546,1058
Michael White,Sean O'Sullivan,11,1334,1127,0.8087108492997335,0.6265629971237182,230,126,1629,862,83,33,500,223,29,13,711,382,27,16,359,153,6,4,0.0,0.6,1058
Ken Doherty,Joel Walker,11,1323,1249,0.6230920690710586,0.5461185410457796,982,611,8159,4519,102,49,612,300,36,17,740,390,53,33,451,221,4,6,1.0,0.4,1058
Ricky Walden,Lyu Chenwei,11,1431,1039,0.948613275445725,0.7271082163411295,541,329,3943,2178,16,7,90,40,58,32,1045,564,12,2,83,38,6,0,0.0,1.0,1058
Thepchaiya Un-Nooh,Andrew Norman,11,1282,1193,0.6469372760307285,0.5553966483205892,136,74,969,505,304,147,2270,1114,36,20,578,296,8,2,330,156,6,4,0.0,0.6,1058
Ian Glover,Judd Trump,11,1143,1587,0.03297910595107156,0.24787088856042983,131,58,790,386,525,343,3605,2079,21,5,199,107,161,102,1383,805,0,6,1.0,0.0,1058
Tom Ford,Joe Swail,11,1284,1327,0.42766660527852696,0.47315085131088563,415,238,3025,1607,698,381,5545,2899,30,12,731,367,51,30,501,259,3,6,1.0,0.33333333333333337,1058
Zak Surety,Mark King,11,1067,1371,0.1012353924267707,0.3186462662109744,58,29,316,155,709,390,5375,2808,19,5,230,116,50,26,743,386,6,3,0.0,0.6666666666666666,1058
Matthew Stevens,Michael Leslie,11,1357,1036,0.9105409484909864,0.6905090012275708,769,463,6128,3362,69,17,428,162,42,22,955,480,15,1,295,101,6,3,0.0,0.6666666666666666,1058
Cao Yupeng,Craig Steadman,11,1241,1293,0.4127589748746987,0.4675456936126813,129,68,940,476,296,170,1916,1029,25,11,776,405,57,34,491,238,4,6,1.0,0.4,1058
Gerard Greene,Eden Sharav,11,1212,1097,0.6868323733048135,0.5713839816769324,590,325,4487,2365,32,19,171,89,36,18,504,237,30,15,114,59,4,6,1.0,0.4,1058
Matthew Selt,Alex Pagulayan,11,1380,1000,0.9433267852514016,0.7211151780228631,325,169,2295,1167,0,0,0,0,85,54,576,284,0,0,0,0,6,2,0.0,0.75,1058
Noppon Saengkham,Alfie Burden,11,1239,1264,0.4577850957098934,0.4843800842769844,68,28,456,200,527,288,3916,2028,45,21,286,142,38,17,695,349,6,4,0.0,0.6,1058
Hammad Miah,Jimmy Robertson,11,1063,1327,0.13351972101281995,0.34073961154861454,32,13,193,82,284,148,1874,954,18,4,175,76,41,22,626,319,0,6,1.0,0.0,1058
Alex Borg,Neil Robertson,11,1109,1561,0.0307207438003132,0.24416110090520293,286,127,2077,959,624,404,4604,2599,17,7,117,43,88,55,1405,829,5,6,1.0,0.4545454545454546,1058
Steven Hallworth,Dechawat Poomjaeng,11,1008,1346,0.07877260070812164,0.3004827723375726,23,9,123,56,124,67,892,448,18,4,119,56,43,21,736,380,2,6,1.0,0.25,1058
Marcus Campbell,Barry Pinches,11,1273,1212,0.6020186146971798,0.5380512843858591,642,352,4792,2469,645,340,5132,2681,22,8,734,349,24,12,463,206,2,6,1.0,0.25,1058
Joe Perry,Chris Norbury,11,1408,1128,0.8801869380453571,0.6681877721681662,753,437,5538,2956,224,112,1363,688,59,34,1050,588,18,4,302,140,6,0,0.0,1.0,1058
Rory McLeod,Andrew Pagett,11,1291,1167,0.7001574255021289,0.5768852611320464,425,236,3287,1730,208,98,1362,671,46,22,607,312,18,4,336,153,3,6,1.0,0.33333333333333337,1058
Ronnie O'Sullivan,James Cahill,11,1690,1093,0.9924372970133007,0.8164532124233763,1010,766,8953,5425,60,22,354,146,110,72,713,457,47,24,283,122,6,3,0.0,0.6666666666666666,1058
Fraser Patrick,Fergal O'Brien,11,1242,1319,0.3720960199949074,0.45202306236320366,116,52,766,366,684,392,5365,2835,60,32,439,218,42,25,587,303,0,6,1.0,0.0,1058
Allan Taylor,Shaun Murphy,11,1167,1468,0.1034306310659312,0.3202768075277943,190,100,1051,556,696,446,5264,2965,30,12,278,129,90,53,1218,674,1,6,1.0,0.1428571428571429,1058
David Morris,John Astley,11,1356,1142,0.8165650765983749,0.6306485256510744,197,105,1471,752,99,49,576,277,54,27,462,253,18,4,345,165,6,3,0.0,0.6666666666666666,1058
Daniel Wells,Robert Milkins,11,1175,1458,0.11736227039256042,0.33015148394297633,219,108,1454,721,601,372,4555,2503,29,14,500,223,63,37,997,565,4,6,1.0,0.4,1058
Chris Melling,Luca Brecel,11,1154,1258,0.3298043593568599,0.4353637081969708,127,73,887,479,132,64,902,456,30,14,30,14,42,23,645,335,6,5,0.0,0.5454545454545454,1058
Aditya Mehta,James Wattana,11,1338,1217,0.6957454653911014,0.5750535485557879,183,93,1270,632,719,406,6148,3279,50,28,715,368,9,3,549,259,6,3,0.0,0.6666666666666666,1058
Alan McManus,Michael Georgiou,11,1379,1118,0.86378975240228,0.6575736106164225,750,442,6429,3392,86,38,493,235,7,1,665,351,28,13,149,85,6,2,0.0,0.75,1058
Ashley Carty,Anthony McGill,11,1103,1332,0.16732088815887314,0.36066016324693406,43,21,243,120,260,156,1575,868,32,17,218,111,63,31,695,371,2,6,1.0,0.25,1058
Peter Lines,Mitchell Mann,11,1296,1158,0.7203362767604422,0.5854045691294651,637,354,4719,2477,137,68,790,398,45,22,578,284,27,11,239,119,5,6,1.0,0.4545454545454546,1058
Lyu Chuang,Stephen Maguire,11,1310,1551,0.15513465595969012,0.35377194166909975,208,103,1510,757,664,444,5000,2839,0,0,576,286,133,84,1277,740,4,6,1.0,0.4,1058
Kurt Maflin,Elliot Slessor,11,1381,1146,0.8388505228821673,0.6427913242407762,359,213,2395,1312,51,22,291,135,42,22,744,410,29,12,271,125,6,5,0.0,0.5454545454545454,1058
Mark Selby,Oliver Lines,11,1575,1153,0.960064483713446,0.7417338799314313,738,496,5342,3068,66,36,362,196,28,15,1455,880,35,16,308,174,4,6,1.0,0.4,1058
Rod Lawler,Tian Pengfei,11,1362,1310,0.5872410251253013,0.5324543063873187,665,370,5219,2733,218,120,1457,771,89,51,806,437,26,12,590,299,6,4,0.0,0.6,1058
Mark Joyce,Lu Ning,11,1309,1094,0.8176697769208081,0.6312306626164005,311,166,2228,1131,28,10,193,82,36,17,680,349,20,6,193,82,6,4,0.0,0.6,1058
Zhang Anda,Jamie Jones,11,1281,1302,0.4645191152938194,0.48687801381775675,169,78,1166,573,324,195,2127,1161,35,16,535,253,42,24,676,354,5,6,1.0,0.4545454545454546,1058
Anthony Hamilton,Liam Highfield,11,1387,1296,0.6500741151186586,0.5566309599222534,688,407,5439,2931,210,116,1419,744,45,24,625,330,36,19,579,291,3,6,1.0,0.33333333333333337,1058
Andrew Higginson,Chris Wakelin,11,1357,1182,0.7701380681178696,0.6076631698328917,546,333,3916,2165,41,23,259,133,54,32,776,403,47,24,259,133,6,2,0.0,0.75,1058
Stuart Carrington,John Higgins,11,1279,1495,0.1812298633162267,0.36818758226389836,187,103,1086,586,1089,774,8996,5315,33,18,365,187,73,42,949,555,2,6,1.0,0.25,1058
Barry Hawkins,Ratchayothin Yotharuck,11,1508,1041,0.9731561250679568,0.7626928317357139,653,399,4708,2611,22,5,142,53,73,43,1239,706,21,7,142,53,6,0,0.0,1.0,1058
Gary Wilson,Li Hang,11,1362,1239,0.6986901270792945,0.5762749224932654,249,152,1561,872,107,48,746,366,27,11,511,295,20,6,335,162,5,6,1.0,0.4545454545454546,1058
Xiao Guodong,Alexander Ursenbacher,11,1364,1037,0.91443428808978,0.6937054019553982,245,141,1668,912,27,10,136,57,33,19,726,393,18,4,118,49,6,1,0.0,0.8571428571428571,1058
Martin Gould,Cao Xinlong,11,1458,1029,0.9624016937576084,0.7450720559074311,438,260,2968,1603,27,8,161,59,21,11,877,454,17,3,122,50,6,4,0.0,0.6,1058
Mark Owens,David Gilbert,11,957,1374,0.04167920060758479,0.2606679053474985,21,6,110,44,344,194,2657,1410,0,0,28,15,60,32,740,403,1,6,1.0,0.1428571428571429,1058
Marco Fu,Shane Castle,11,1498,1081,0.9583207993924152,0.7393320946525015,618,364,4668,2523,45,20,260,126,84,47,1065,604,0,0,176,89,6,0,0.0,1.0,1058
Peter Ebdon,David Grace,11,1302,1205,0.6594200145668188,0.5603296426885532,862,496,7077,3798,199,93,1283,628,59,35,790,392,27,11,545,266,6,2,0.0,0.75,1058
Mike Dunn,Matthew Day,11,1228,1128,0.6640554301392593,0.5621765008857981,550,290,4110,2112,101,48,544,269,31,15,484,231,26,14,315,168,6,2,0.0,0.75,1058
Graeme Dott,Lee Page,11,1469,1148,0.9105409484909864,0.6905090012275708,627,365,5014,2669,182,94,1084,553,64,37,841,459,33,14,235,107,6,1,0.0,0.8571428571428571,1058
Yu Delu,Brandon Sargeant,11,1321,984,0.9206279665902596,0.6989914835090479,147,75,1021,526,11,4,57,26,28,12,663,352,15,10,57,26,6,3,0.0,0.6666666666666666,1058
Lyu Haotian,Ryan Day,11,1142,1349,0.19128915070026653,0.3734370028762818,41,17,287,128,590,356,4308,2369,27,9,287,128,47,27,864,450,5,6,1.0,0.4545454545454546,1058
Lee Walker,Mark Davis,11,1271,1460,0.21245345075762878,0.3840246980818742,350,201,2779,1455,777,469,5824,3170,8,2,59,31,93,56,1245,696,2,6,1.0,0.25,1058
Dominic Dale,Vinnie Calabrese,11,1355,1088,0.8691325167096877,0.6609431415591629,672,384,5053,2685,76,36,452,212,52,28,857,440,24,9,213,85,6,3,0.0,0.6666666666666666,1058
Ian Burns,Jack Lisowski,11,1327,1364,0.4376666286326199,0.4768914745109111,199,110,1186,630,248,151,1573,868,24,9,575,309,46,26,658,342,6,2,0.0,0.75,1058
John Sutton,Jamie Burnett,11,1073,1219,0.2684492252272601,0.40974974806981657,36,20,199,105,560,325,4441,2360,13,3,63,28,10,4,561,278,0,6,1.0,0.0,1058
Oliver Brown,Jamie Cope,11,1128,1241,0.3161644907280198,0.4298409746181647,101,41,531,239,454,247,3060,1566,20,10,332,180,45,25,641,305,6,3,0.0,0.6666666666666666,1058
Nigel Bond,Joe O'Connor,11,1293,1042,0.8545431033333998,0.6519223788927313,742,419,6017,3199,19,10,105,53,46,23,585,295,33,15,105,53,6,1,0.0,0.8571428571428571,1058
Michael Wasley,Stuart Bingham,11,1249,1485,0.16013613953942796,0.35663485430559827,193,97,1152,571,745,462,5598,3160,33,15,550,274,102,62,1209,682,4,6,1.0,0.4,1058
Michael Holt,Sam Baird,11,1344,1325,0.53210977022266,0.5118727677562528,561,329,4228,2255,192,103,1295,670,43,24,724,388,38,19,627,328,4,6,1.0,0.4,1058
Nico Elton,Mark Allen,11,974,1561,0.008385885855197617,0.18732289908026623,20,7,105,43,502,313,3349,1869,14,6,94,39,45,24,989,596,4,6,1.0,0.4,1058
Chris Melling,Zhou Yuelong,11,1154,1134,0.5337956434399985,0.5124973964842103,127,73,887,479,32,14,191,91,30,14,30,14,27,12,191,91,1,6,1.0,0.1428571428571429,1058
Kurt Maflin,Zhao Xintong,11,1381,1223,0.7479197113297591,0.5974857658270161,359,213,2395,1312,27,14,175,99,42,22,744,410,0,0,175,99,3,6,1.0,0.33333333333333337,1058
Oliver Brown,Mark Williams,11,1128,1428,0.10417031952908862,0.320821300824607,101,41,531,239,1032,675,8222,4694,20,10,332,180,72,43,949,535,1,6,1.0,0.1428571428571429,1058
Michael White,Aditya Mehta,11,1334,1338,0.493232760237834,0.497500020833125,230,126,1629,862,183,93,1270,632,29,13,711,382,50,28,715,368,6,0,0.0,1.0,1058
David Morris,Ricky Walden,11,1356,1431,0.3753017011625921,0.45326184801538616,197,105,1471,752,541,329,3943,2178,54,27,462,253,58,32,1045,564,3,6,1.0,0.33333333333333337,1058
Jimmy Robertson,Judd Trump,11,1327,1587,0.13711562266540933,0.34298953732650117,284,148,1874,954,525,343,3605,2079,41,22,626,319,161,102,1383,805,5,6,1.0,0.4545454545454546,1058
Joe Swail,Andrew Higginson,11,1327,1357,0.4493855370944425,0.4812587841214648,698,381,5545,2899,546,333,3916,2165,51,30,501,259,54,32,776,403,6,2,0.0,0.75,1058
Graeme Dott,Craig Steadman,11,1469,1293,0.7714085331898455,0.6082590307465143,627,365,5014,2669,296,170,1916,1029,64,37,841,459,57,34,491,238,1,6,1.0,0.1428571428571429,1058
Noppon Saengkham,Stephen Maguire,11,1239,1551,0.0955544477049811,0.3143198860617461,68,28,456,200,664,444,5000,2839,45,21,286,142,133,84,1277,740,6,5,0.0,0.5454545454545454,1058
Matthew Selt,Neil Robertson,11,1380,1561,0.22230111467138514,0.38876653332413047,325,169,2295,1167,624,404,4604,2599,85,54,576,284,88,55,1405,829,3,6,1.0,0.33333333333333337,1058
Joe Perry,Mike Dunn,11,1408,1228,0.7764491076959295,0.610639233949222,753,437,5538,2956,550,290,4110,2112,59,34,1050,588,31,15,484,231,6,3,0.0,0.6666666666666666,1058
Ronnie O'Sullivan,Ben Woollaston,11,1690,1379,0.9037490818403014,0.6851410567502929,1010,766,8953,5425,356,206,2338,1260,110,72,713,457,50,27,792,441,6,4,0.0,0.6,1058
Thepchaiya Un-Nooh,Fergal O'Brien,11,1282,1319,0.4376666286326195,0.47689147451091096,136,74,969,505,684,392,5365,2835,36,20,578,296,42,25,587,303,5,6,1.0,0.4545454545454546,1058
Shaun Murphy,Yu Delu,11,1468,1321,0.7329358500759163,0.5908547524545943,696,446,5264,2965,147,75,1021,526,90,53,1218,674,28,12,663,352,6,1,0.0,0.8571428571428571,1058
Robert Milkins,Barry Pinches,11,1458,1212,0.849758322889838,0.6490805242445733,601,372,4555,2503,645,340,5132,2681,63,37,997,565,24,12,463,206,6,2,0.0,0.75,1058
Anthony McGill,Alan McManus,11,1332,1379,0.4210263067102562,0.4706587499542143,260,156,1575,868,750,442,6429,3392,63,31,695,371,7,1,665,351,6,4,0.0,0.6,1058
Mitchell Mann,Wang Zepeng,11,1158,985,0.7675848172598367,0.6064704870683034,137,68,790,398,8,3,40,14,27,11,239,119,0,0,40,14,6,5,0.0,0.5454545454545454,1058
Oliver Lines,Rod Lawler,11,1153,1362,0.1890234486999517,0.3722678361394811,66,36,362,196,665,370,5219,2733,35,16,308,174,89,51,806,437,3,6,1.0,0.33333333333333337,1058
Jimmy White,Barry Hawkins,11,1240,1508,0.12999188723693267,0.33849684079704756,1313,750,11456,6065,653,399,4708,2611,30,14,646,302,73,43,1239,706,4,6,1.0,0.4,1058
John Higgins,Li Hang,11,1495,1239,0.85922008390791,0.6547534606063192,1089,774,8996,5315,107,48,746,366,73,42,949,555,20,6,335,162,1,6,1.0,0.1428571428571429,1058
Xiao Guodong,Eden Sharav,11,1364,1097,0.8691325167096877,0.6609431415591629,245,141,1668,912,32,19,171,89,33,19,726,393,30,15,114,59,6,2,0.0,0.75,1058
Joel Walker,Martin Gould,11,1249,1458,0.1890234486999517,0.3722678361394811,102,49,612,300,438,260,2968,1603,53,33,451,221,21,11,877,454,4,6,1.0,0.4,1058
David Gilbert,Zak Surety,11,1374,1067,0.9009243072134224,0.6829798455801029,344,194,2657,1410,58,29,316,155,60,32,740,403,19,5,230,116,6,4,0.0,0.6,1058
Marco Fu,Liam Highfield,11,1498,1296,0.8029711015893946,0.623633628298226,618,364,4668,2523,210,116,1419,744,84,47,1065,604,36,19,579,291,6,4,0.0,0.6,1058
Peter Ebdon,Andrew Pagett,11,1302,1167,0.7160705162153687,0.5835831155172753,862,496,7077,3798,208,98,1362,671,59,35,790,392,18,4,336,153,6,1,0.0,0.8571428571428571,1058
Ryan Day,Mark Joyce,11,1349,1309,0.5673390032803908,0.52497918747894,590,356,4308,2369,311,166,2228,1131,47,27,864,450,36,17,680,349,6,5,0.0,0.5454545454545454,1058
Dechawat Poomjaeng,Mark Davis,11,1346,1460,0.3146644680183054,0.42922838810550823,124,67,892,448,777,469,5824,3170,43,21,736,380,93,56,1245,696,2,6,1.0,0.25,1058
Ian Burns,Dominic Dale,11,1327,1355,0.4527427474759105,0.4825071423336102,199,110,1186,630,672,384,5053,2685,24,9,575,309,52,28,857,440,6,5,0.0,0.5454545454545454,1058
Jamie Burnett,Matthew Stevens,11,1219,1357,0.2796637232395578,0.4145954308705349,560,325,4441,2360,769,463,6128,3362,10,4,561,278,42,22,955,480,6,1,0.0,0.8571428571428571,1058
Robbie Williams,Stuart Bingham,11,1292,1485,0.20763076510739664,0.38166196066971714,224,125,1322,688,745,462,5598,3160,46,23,576,299,102,62,1209,682,4,6,1.0,0.4,1058
Kyren Wilson,Sam Baird,11,1345,1325,0.5337956434399985,0.5124973964842103,209,125,1284,702,192,103,1295,670,37,18,428,239,38,19,627,328,2,6,1.0,0.25,1058
Mark Allen,Nigel Bond,11,1561,1293,0.8700081127630673,0.6615031592029524,502,313,3349,1869,742,419,6017,3199,45,24,989,596,46,23,585,295,6,0,0.0,1.0,1058
Zhao Xintong,Jamie Jones,11,1223,1302,0.3688995534175814,0.4507848708986665,27,14,175,99,324,195,2127,1161,0,0,175,99,42,24,676,354,6,5,0.0,0.5454545454545454,1058
Joe Swail,Yan Bingtao,11,1327,1056,0.8726095321721828,0.6631804950993565,698,381,5545,2899,7,4,39,23,51,30,501,259,0,0,39,23,6,4,0.0,0.6,1058
Mitchell Mann,Niu Zhuang,11,1158,1024,0.7146414155676208,0.5829754542011996,137,68,790,398,10,4,53,22,27,11,239,119,0,0,53,22,6,1,0.0,0.8571428571428571,1058
Oliver Lines,Huang Jiahao,11,1153,991,0.7532516785524059,0.5998883688639983,66,36,362,196,6,2,31,11,35,16,308,174,0,0,31,11,6,3,0.0,0.6666666666666666,1058
Mark Williams,Barry Hawkins,11,1428,1508,0.3673048413988898,0.4501660026875221,1032,675,8222,4694,653,399,4708,2611,72,43,949,535,73,43,1239,706,6,2,0.0,0.75,1058
Mitchell Mann,Michael White,11,1158,1334,0.22859146681015463,0.39174096925348567,137,68,790,398,230,126,1629,862,27,11,239,119,29,13,711,382,4,6,1.0,0.4,1058
Zhou Yuelong,Ricky Walden,11,1134,1431,0.10641334263314228,0.32245770467253076,32,14,191,91,541,329,3943,2178,27,12,191,91,58,32,1045,564,5,6,1.0,0.4545454545454546,1058
Neil Robertson,Joe Swail,11,1561,1327,0.8378328351257411,0.6422170929574376,624,404,4604,2599,698,381,5545,2899,88,55,1405,829,51,30,501,259,5,6,1.0,0.4545454545454546,1058
Anthony McGill,Ronnie O'Sullivan,11,1332,1690,0.06751890225883495,0.29007908166554675,260,156,1575,868,1010,766,8953,5425,63,31,695,371,110,72,713,457,1,6,1.0,0.1428571428571429,1058
Robert Milkins,Shaun Murphy,11,1458,1468,0.4830863402886715,0.4937503255004896,601,372,4555,2503,696,446,5264,2965,63,37,997,565,90,53,1218,674,6,1,0.0,0.8571428571428571,1058
Rod Lawler,Fergal O'Brien,11,1362,1319,0.572333394721473,0.5268491486891144,665,370,5219,2733,684,392,5365,2835,89,51,806,437,42,25,587,303,6,1,0.0,0.8571428571428571,1058
Zhao Xintong,Li Hang,11,1223,1239,0.4729513273017051,0.49000133312003447,27,14,175,99,107,48,746,366,0,0,175,99,20,6,335,162,1,6,1.0,0.1428571428571429,1058
Xiao Guodong,Noppon Saengkham,11,1364,1239,0.7016213434224691,0.5774953651858118,245,141,1668,912,68,28,456,200,33,19,726,393,45,21,286,142,6,5,0.0,0.5454545454545454,1058
Marco Fu,David Gilbert,11,1498,1374,0.7001574255021287,0.5768852611320463,618,364,4668,2523,344,194,2657,1410,84,47,1065,604,60,32,740,403,6,5,0.0,0.5454545454545454,1058
Joe Perry,Peter Ebdon,11,1408,1302,0.6732480453126817,0.5658650028954817,753,437,5538,2956,862,496,7077,3798,59,34,1050,588,59,35,790,392,1,6,1.0,0.1428571428571429,1058
Ian Burns,Craig Steadman,11,1327,1293,0.5573173182423484,0.5212372149662741,199,110,1186,630,296,170,1916,1029,24,9,575,309,57,34,491,238,6,3,0.0,0.6666666666666666,1058
Judd Trump,Jamie Burnett,11,1587,1219,0.9376023768679672,0.7150421057009898,525,343,3605,2079,560,325,4441,2360,161,102,1383,805,10,4,561,278,5,6,1.0,0.4545454545454546,1058
Stuart Bingham,Ryan Day,11,1485,1349,0.7174960378979142,0.5841905229354074,745,462,5598,3160,590,356,4308,2369,102,62,1209,682,47,27,864,450,6,3,0.0,0.6666666666666666,1058
Sam Baird,Mark Davis,11,1325,1460,0.2839294837846313,0.4164168844827247,192,103,1295,670,777,469,5824,3170,38,19,627,328,93,56,1245,696,6,5,0.0,0.5454545454545454,1058
Martin Gould,Mark Allen,11,1458,1561,0.33133502068314646,0.43597836257374234,438,260,2968,1603,502,313,3349,1869,21,11,877,454,45,24,989,596,4,6,1.0,0.4,1058
Mark Williams,Sam Baird,11,1428,1325,0.6686649793168535,0.5640216374262577,1032,675,8222,4694,192,103,1295,670,72,43,949,535,38,19,627,328,6,4,0.0,0.6,1058
Michael White,Ian Burns,11,1334,1327,0.5118414484830749,0.5043748883497735,230,126,1629,862,199,110,1186,630,29,13,711,382,24,9,575,309,6,2,0.0,0.75,1058
Joe Swail,Ricky Walden,11,1327,1431,0.3298043593568598,0.4353637081969708,698,381,5545,2899,541,329,3943,2178,51,30,501,259,58,32,1045,564,4,6,1.0,0.4,1058
Li Hang,Ronnie O'Sullivan,11,1239,1690,0.030995554867683017,0.24462276208625022,107,48,746,366,1010,766,8953,5425,20,6,335,162,110,72,713,457,1,6,1.0,0.1428571428571429,1058
Robert Milkins,Xiao Guodong,11,1458,1364,0.6547593621837766,0.5584811124381613,601,372,4555,2503,245,141,1668,912,63,37,997,565,33,19,726,393,6,4,0.0,0.6,1058
Rod Lawler,Marco Fu,11,1362,1498,0.28250396210208584,0.4158094770645926,665,370,5219,2733,618,364,4668,2523,89,51,806,437,84,47,1065,604,4,6,1.0,0.4,1058
Peter Ebdon,Jamie Burnett,11,1302,1219,0.6374648969394333,0.5516896693427003,862,496,7077,3798,560,325,4441,2360,59,35,790,392,10,4,561,278,2,6,1.0,0.25,1058
Mark Allen,Stuart Bingham,11,1561,1485,0.6263022780196867,0.5473576181430894,502,313,3349,1869,745,462,5598,3160,45,24,989,596,102,62,1209,682,6,4,0.0,0.6,1058
Ronnie O'Sullivan,Mark Williams,11,1690,1428,0.8646908576804722,0.6581363150480182,1010,766,8953,5425,1032,675,8222,4694,110,72,713,457,72,43,949,535,5,6,1.0,0.4545454545454546,1058
Jamie Burnett,Ricky Walden,11,1219,1431,0.18565733656584293,0.3705168880326051,560,325,4441,2360,541,329,3943,2178,10,4,561,278,58,32,1045,564,1,6,1.0,0.1428571428571429,1058
Robert Milkins,Marco Fu,11,1458,1498,0.4326609967196092,0.47502081252106,601,372,4555,2503,618,364,4668,2523,63,37,997,565,84,47,1065,604,6,5,0.0,0.5454545454545454,1058
Michael White,Mark Allen,11,1334,1561,0.16941285384168936,0.36181388669099446,230,126,1629,862,502,313,3349,1869,29,13,711,382,45,24,989,596,3,6,1.0,0.33333333333333337,1058
Ricky Walden,Robert Milkins,17,1431,1458,0.443855211644734,0.4831314043086152,541,329,3943,2178,601,372,4555,2503,58,32,1045,564,63,37,997,565,9,2,0.0,0.8181818181818182,1058
Mark Williams,Mark Allen,17,1428,1561,0.24382677391578844,0.4176324592719206,1032,675,8222,4694,502,313,3349,1869,72,43,949,535,45,24,989,596,8,9,1.0,0.47058823529411764,1058
