player1,player2,score1,score2,best_of,tournament_id,date,year
Igor Figueiredo,Robbie Williams,4,1,7,23,,2010
Peter Ebdon,Joe Delaney,4,0,7,23,,2010
Tony Drago,Mitchell Mann,4,0,7,23,,2010
Graeme Dott,Jamie O'Neill,4,1,7,23,,2010
Ken Doherty,Bjorn Haneveer,4,1,7,23,,2010
Ryan Day,Dominic Dale,4,2,7,23,,2010
Paul Davison,Adam Wicheard,4,0,7,23,,2010
Steve Davis,Alfie Burden,4,0,7,23,,2010
Mark Davis,Patrick Einsle,4,0,7,23,,2010
Matthew Couch,Del Smith,4,0,7,23,,2010
Lyu Chuang,Joe Swail,4,0,7,23,,2010
Ali Carter,Reanne Evans,4,0,7,23,,2010
Jamie Burnett,Peter Lines,4,1,7,23,,2010
Nigel Bond,Rod Lawler,4,3,7,23,,2010
Stuart Bingham,Jack Culligan,4,0,7,23,,2010
Ben Woollaston,Leo Fernandez,4,3,7,23,,2010
Michael Wasley,Issara Kachaiwong,4,2,7,23,,2010
Judd Trump,Thanawat Thirapongpaiboon,4,1,7,23,,2010
Matthew Stevens,Paul Davison,4,1,7,23,,2010
Liu Song,Neil Robertson,4,2,7,23,,2010
Matthew Selt,Steve Davis,4,3,7,23,,2010
Mark Selby,Noppon Saengkham,4,1,7,23,,2010
Joe Perry,Andrew Pagett,4,1,7,23,,2010
Andrew Norman,Mark Allen,4,3,7,23,,2010
Shaun Murphy,Igor Figueiredo,4,1,7,23,,2010
Anthony McGill,Michael Holt,4,1,7,23,,2010
Stephen Maguire,Marco Fu,4,3,7,23,,2010
Jack Lisowski,David Gilbert,4,1,7,23,,2010
Stephen Lee,Jimmy White,4,3,7,23,,2010
Mark Joyce,Ian McCulloch,4,1,7,23,,2010
Jamie Jones,Ali Carter,4,1,7,23,,2010
Joe Jogia,Xiao Guodong,4,3,7,23,,2010
Liam Highfield,Fergal O'Brien,4,2,7,23,,2010
Andy Hicks,James McBain,4,0,7,23,,2010
Anthony Hamilton,Allan Taylor,4,2,7,23,,2010
Gerard Greene,Rory McLeod,4,3,7,23,,2010
David Grace,Liang Wenbo,4,2,7,23,,2010
Tom Ford,Martin Gould,4,2,7,23,,2010
Peter Ebdon,Jimmy Robertson,4,3,7,23,,2010
Graeme Dott,Jamie Burnett,4,2,7,23,,2010
Ken Doherty,Daniel Wells,4,3,7,23,,2010
Ryan Day,Barry Hawkins,4,0,7,23,,2010
Mark Davis,Ricky Walden,4,1,7,23,,2010
Matthew Couch,Tony Drago,4,2,7,23,,2010
Lyu Chuang,Andrew Higginson,4,2,7,23,,2010
Stuart Carrington,Mark King,4,3,7,23,,2010
Stuart Bingham,Nigel Bond,4,2,7,23,,2010
Ben Woollaston,Matthew Couch,4,2,7,23,,2010
Mark Selby,Matthew Selt,4,2,7,23,,2010
Andrew Norman,David Grace,4,2,7,23,,2010
Shaun Murphy,Judd Trump,4,0,7,23,,2010
Stephen Maguire,Joe Perry,4,2,7,23,,2010
Jack Lisowski,Mark Joyce,4,2,7,23,,2010
Stephen Lee,Liu Song,4,2,7,23,,2010
Joe Jogia,Andy Hicks,4,0,7,23,,2010
Liam Highfield,Anthony McGill,4,3,7,23,,2010
Anthony Hamilton,Stuart Bingham,4,2,7,23,,2010
Gerard Greene,Michael Wasley,4,1,7,23,,2010
Peter Ebdon,Stuart Carrington,4,0,7,23,,2010
Graeme Dott,Tom Ford,4,0,7,23,,2010
Ken Doherty,Matthew Stevens,4,2,7,23,,2010
Mark Davis,Jamie Jones,4,2,7,23,,2010
Lyu Chuang,Ryan Day,4,2,7,23,,2010
Stephen Maguire,Jack Lisowski,4,2,7,23,,2010
Stephen Lee,Andrew Norman,4,3,7,23,,2010
Joe Jogia,Ken Doherty,4,2,7,23,,2010
Liam Highfield,Gerard Greene,4,2,7,23,,2010
Anthony Hamilton,Mark Selby,4,2,7,23,,2010
Graeme Dott,Ben Woollaston,4,3,7,23,,2010
Mark Davis,Peter Ebdon,4,1,7,23,,2010
Lyu Chuang,Shaun Murphy,4,1,7,23,,2010
Stephen Maguire,Anthony Hamilton,4,2,7,23,,2010
Stephen Lee,Mark Davis,4,2,7,23,,2010
Joe Jogia,Lyu Chuang,4,2,7,23,,2010
Liam Highfield,Graeme Dott,4,3,7,23,,2010
Stephen Maguire,Liam Highfield,4,2,7,23,,2010
Stephen Lee,Joe Jogia,4,1,7,23,,2010
Stephen Lee,Stephen Maguire,4,2,7,23,,2010
Ben Woollaston,Phil Barnes,4,0,7,24,,2010
Mark Williams,Diana Schuler,4,0,7,24,2010-10-23,2010
Michael White,Andrew Norman,4,3,7,24,,2010
Liang Wenbo,Chen Zhe,4,2,7,24,,2010
Daniel Wells,Thomas Cesal,4,0,7,24,,2010
James Wattana,Allan Taylor,4,2,7,24,,2010
Michael Wasley,Jörg Ebert,4,0,7,24,,2010
Jamie Walker,Jack Lisowski,4,1,7,24,,2010
Ricky Walden,Michael Holt,4,2,7,24,,2010
Judd Trump,Noppon Saengkham,4,1,7,24,,2010
Thanawat Thirapongpaiboon,Justin Astley,4,3,7,24,,2010
Liu Song,Adam Wicheard,4,3,7,24,,2010
Matthew Selt,Martin O'Donnell,4,2,7,24,,2010
Mark Selby,Chris Henry,4,0,7,24,,2010
Neil Robertson,Rod Lawler,4,1,7,24,,2010
Jimmy Robertson,James McBain,4,1,7,24,,2010
Andrew Pagett,Mario Wehrmann,4,1,7,24,,2010
Shaun Murphy,Tomasz Skalski,4,2,7,24,,2010
Lasse Munstermann,Jimmy White,4,3,7,24,,2010
Robert Milkins,Jörn Hannes-Hühn,4,1,7,24,,2010
Alan McManus,Gerrit Bij de Leij,4,1,7,24,,2010
Anthony McGill,Oliver Brown,4,0,7,24,,2010
Ian McCulloch,Sanjin Kusan,4,1,7,24,,2010
Peter Lines,Uli Ottner,4,0,7,24,,2010
Mark King,Stefan Gerst,4,0,7,24,,2010
Issara Kachaiwong,Stephen Lee,4,0,7,24,,2010
Mark Joyce,Lee Shanker,4,0,7,24,,2010
Jak Jones,Matthew Couch,4,1,7,24,,2010
Jamie Jones,Ronni Beniesch,4,0,7,24,,2010
Liam Highfield,Jimmy Michie,4,3,7,24,,2010
Andrew Higginson,Reanne Evans,4,0,7,24,,2010
Barry Hawkins,Stephen Hendry,4,2,7,24,,2010
Bjorn Haneveer,Ian Glover,4,3,7,24,,2010
Xiao Guodong,Marc Davis,4,2,7,24,,2010
Gerard Greene,Rune Kampe,4,1,7,24,,2010
Martin Gould,Philip Arnold,4,1,7,24,,2010
Tom Ford,Tony Knowles,4,2,7,24,,2010
Peter Ebdon,Kurt Maflin,4,0,7,24,,2010
Mike Dunn,Jürgen Kesseler,4,0,7,24,,2010
Tony Drago,Patrick Einsle,4,1,7,24,,2010
Ken Doherty,Igor Figueiredo,4,2,7,24,,2010
Steve Davis,Hans Blanckaert,4,1,7,24,,2010
Dominic Dale,Dieter Meier,4,0,7,24,,2010
Lyu Chuang,Robert Drahn,4,0,7,24,,2010
Marcus Campbell,Stephane Ochoiski,4,1,7,24,2010-10-22,2010
Alfie Burden,Ryan Day,4,3,7,24,,2010
Luca Brecel,Andy Hicks,4,3,7,24,,2010
Nigel Bond,Chris Mcbreen,4,0,7,24,,2010
Stuart Bingham,Joe Swail,4,2,7,24,,2010
Zhang Anda,Mark Davis,4,2,7,24,,2010
Kyren Wilson,Xiao Guodong,4,3,7,24,,2010
Michael White,Tom Ford,4,3,7,24,,2010
Liang Wenbo,Ding Junhui,4,0,7,24,,2010
James Wattana,Anthony Hamilton,4,3,7,24,,2010
Michael Wasley,Alfie Burden,4,2,7,24,,2010
Ricky Walden,Barry Pinches,4,1,7,24,,2010
Judd Trump,David Morris,4,1,7,24,,2010
Thanawat Thirapongpaiboon,Jamie Walker,4,1,7,24,,2010
Mark Selby,Issara Kachaiwong,4,0,7,24,,2010
Neil Robertson,Matthew Stevens,4,0,7,24,,2010
Jimmy Robertson,Paul Davison,4,3,7,24,,2010
Andrew Pagett,Kuldesh Johal,4,2,7,24,,2010
Robert Milkins,Nigel Bond,4,2,7,24,,2010
Stephen Maguire,Peter Lines,4,2,7,24,,2010
Mark King,Ian McCulloch,4,2,7,24,,2010
Jak Jones,Matthew Selt,4,3,7,24,,2010
Jamie Jones,Ralph Enax,4,0,7,24,,2010
Andrew Higginson,Alan McManus,4,0,7,24,,2010
Barry Hawkins,Bjorn Haneveer,4,3,7,24,,2010
Gerard Greene,Mark Williams,4,0,7,24,,2010
Martin Gould,Liu Song,4,1,7,24,,2010
Marco Fu,Liam Highfield,4,3,7,24,,2010
Peter Ebdon,Shaun Murphy,4,3,7,24,,2010
Mike Dunn,Jamie O'Neill,4,0,7,24,,2010
Tony Drago,Lasse Munstermann,4,1,7,24,,2010
Ken Doherty,Zhang Anda,4,2,7,24,,2010
Steve Davis,Daniel Wells,4,0,7,24,,2010
Jamie Cope,Ben Woollaston,4,0,7,24,,2010
Lyu Chuang,Dominic Dale,4,0,7,24,,2010
Marcus Campbell,Mark Joyce,4,1,7,24,,2010
Luca Brecel,Anthony McGill,4,3,7,24,,2010
Stuart Bingham,Adrian Gunnell,4,3,7,24,,2010
Michael White,Mike Dunn,4,1,7,24,,2010
Liang Wenbo,Neil Robertson,4,1,7,24,,2010
Ricky Walden,Andrew Pagett,4,1,7,24,,2010
Judd Trump,James Wattana,4,2,7,24,,2010
Mark Selby,Jimmy Robertson,4,0,7,24,,2010
Robert Milkins,Jak Jones,4,1,7,24,,2010
Stephen Maguire,Michael Wasley,4,0,7,24,,2010
Jamie Jones,Martin Gould,4,2,7,24,,2010
Andrew Higginson,Steve Davis,4,3,7,24,,2010
Barry Hawkins,Thanawat Thirapongpaiboon,4,1,7,24,2010-10-22,2010
Gerard Greene,Lyu Chuang,4,3,7,24,,2010
Marco Fu,Luca Brecel,4,3,7,24,,2010
Peter Ebdon,Tony Drago,4,2,7,24,,2010
Ken Doherty,Jamie Cope,4,1,7,24,,2010
Marcus Campbell,Kyren Wilson,4,2,7,24,,2010
Stuart Bingham,Mark King,4,3,7,24,,2010
Michael White,Marco Fu,4,3,7,24,,2010
Liang Wenbo,Peter Ebdon,4,3,7,24,,2010
Judd Trump,Stuart Bingham,4,3,7,24,,2010
Mark Selby,Stephen Maguire,4,3,7,24,,2010
Andrew Higginson,Gerard Greene,4,2,7,24,,2010
Barry Hawkins,Ricky Walden,4,2,7,24,,2010
Ken Doherty,Jamie Jones,4,3,7,24,,2010
Marcus Campbell,Robert Milkins,4,1,7,24,,2010
Liang Wenbo,Mark Selby,4,2,7,24,,2010
Andrew Higginson,Michael White,4,2,7,24,,2010
Ken Doherty,Barry Hawkins,4,1,7,24,,2010
Marcus Campbell,Judd Trump,4,1,7,24,,2010
Liang Wenbo,Andrew Higginson,4,1,7,24,,2010
Marcus Campbell,Ken Doherty,4,3,7,24,,2010
Marcus Campbell,Liang Wenbo,4,0,7,24,,2010
Chen Zhe,Luca Brecel,4,2,7,25,,2010
Michael Wild,Rogelio Esteiro,4,0,7,25,,2010
Michael Wasley,Shahrukh Nasir,4,1,7,25,,2010
Charlie Walters,Steve Judd,4,0,7,25,,2010
Jamie Walker,Jeff Cundy,4,3,7,25,,2010
Lucky Vatnani,Mike Hallett,4,3,7,25,,2010
Robert Valiant,James Leadbetter,4,3,7,25,,2010
Craig Steadman,Martin O'Donnell,4,3,7,25,,2010
David Singh,Ryan Duffy,4,0,7,25,,2010
Stephen Ormerod,Ian Barry Stark,4,3,7,25,,2010
Andrew Norman,Andrew Milliard,4,2,7,25,,2010
Lasse Munstermann,Marc Harman,4,0,7,25,,2010
Aditya Mehta,Tian Pengfei,4,3,7,25,,2010
James McGouran,Jamie Clarke,4,0,7,25,,2010
Mitchell Mann,Hans Blanckaert,4,1,7,25,,2010
Kishan Hirani,Daniel Skingle,4,0,7,25,,2010
Ben Harrison,James Hill,4,2,7,25,,2010
David Grace,Gary Thomson,4,2,7,25,,2010
Ian Glover,Stephen Groves,4,0,7,25,,2010
Stuart Carrington,Marvin Lim Chun Kiat,4,0,7,25,,2010
Ian Burns,Shaun Parkes,4,0,7,25,,2010
Oliver Brown,Rock Hui,4,0,7,25,,2010
Sam Baird,Robbie Williams,4,3,7,25,,2010
Tommy Ang,Ahmad Assiry,4,1,7,25,,2010
Farakh Ajaib,Tony Knowles,4,0,7,25,,2010
Chen Zhe,Jimmy Robertson,4,2,7,25,,2010
Kyren Wilson,Kuldesh Johal,4,2,7,25,,2010
Jimmy White,Aditya Mehta,4,2,7,25,,2010
Liang Wenbo,James Wattana,4,1,7,25,,2010
Daniel Wells,Matthew Day,4,0,7,25,,2010
Ricky Walden,Michael Wild,4,3,7,25,,2010
Judd Trump,Lucky Vatnani,4,0,7,25,,2010
Joe Swail,Justin Astley,4,1,7,25,,2010
Matthew Stevens,Stephen Hendry,4,1,7,25,,2010
Craig Steadman,Anthony Hamilton,4,3,7,25,,2010
Liu Song,David Grace,4,1,7,25,,2010
Mark Selby,Andy Lee,4,0,7,25,,2010
Neil Robertson,Rod Lawler,4,1,7,25,,2010
Barry Pinches,Sam Baird,4,3,7,25,,2010
Joe Perry,Michael Wasley,4,1,7,25,,2010
Andrew Pagett,Ryan Day,4,2,7,25,,2010
Fergal O'Brien,Robert Valiant,4,0,7,25,,2010
Shaun Murphy,David Gilbert,4,2,7,25,,2010
Lasse Munstermann,Adrian Gunnell,4,3,7,25,,2010
Jimmy Michie,Matthew Couch,4,0,7,25,,2010
Alan McManus,Tommy Ang,4,1,7,25,,2010
James McGouran,Bjorn Haneveer,4,3,7,25,,2010
Dermot McGlinchey,Dave Harold,4,2,7,25,,2010
Anthony McGill,Allan Taylor,4,1,7,25,,2010
Ian McCulloch,Ben Harrison,4,0,7,25,,2010
James McBain,Gerard Greene,4,2,7,25,,2010
Jack Lisowski,David Singh,4,2,7,25,,2010
Peter Lines,David Morris,4,0,7,25,,2010
Stephen Lee,Damian Wilks,4,0,7,25,,2010
Ding Junhui,Ian Glover,4,2,7,25,,2010
Michael Judge,Michael White,4,0,7,25,,2010
Mark Joyce,Oliver Brown,4,0,7,25,,2010
Jamie Jones,Reanne Evans,4,1,7,25,,2010
Joe Jogia,Andrew Norman,4,1,7,25,,2010
Liam Highfield,Noppon Saengkham,4,1,7,25,,2010
Andrew Higginson,Kurt Maflin,4,0,7,25,,2010
Andy Hicks,Charlie Walters,4,2,7,25,,2010
Barry Hawkins,Jamie Walker,4,2,7,25,,2010
Xiao Guodong,Zhang Anda,4,0,7,25,,2010
Martin Gould,Mitchell Mann,4,0,7,25,,2010
Marco Fu,Stuart Pettman,4,3,7,25,,2010
Tom Ford,John Whitty,4,1,7,25,,2010
Leo Fernandez,Igor Figueiredo,4,2,7,25,,2010
Patrick Einsle,Nigel Bond,4,3,7,25,,2010
Peter Ebdon,Chris Norbury,4,1,7,25,,2010
Tony Drago,Kishan Hirani,4,0,7,25,,2010
Graeme Dott,Mark King,4,3,7,25,,2010
Ken Doherty,Stephen Maguire,4,3,7,25,,2010
Joe Delaney,Rory McLeod,4,1,7,25,,2010
Paul Davison,Farakh Ajaib,4,2,7,25,,2010
Mark Davis,Adam Wicheard,4,3,7,25,,2010
Dominic Dale,Stephen Ormerod,4,0,7,25,2010-10-16,2010
Jamie Cope,Michael Holt,4,0,7,25,,2010
Lyu Chuang,Jamie Burnett,4,2,7,25,,2010
Stuart Carrington,Robert Milkins,4,1,7,25,,2010
Marcus Campbell,Patrick Wallace,4,2,7,25,,2010
Ian Burns,Matthew Selt,4,3,7,25,,2010
Alfie Burden,Thanawat Thirapongpaiboon,4,3,7,25,,2010
Stuart Bingham,Jamie O'Neill,4,3,7,25,,2010
Simon Bedford,Ben Woollaston,4,2,7,25,,2010
Mark Allen,Mike Dunn,4,1,7,25,,2010
Jimmy White,Jamie Cope,4,1,7,25,,2010
Liang Wenbo,Joe Delaney,4,0,7,25,,2010
Daniel Wells,Barry Pinches,4,3,7,25,,2010
Ricky Walden,Michael Judge,4,1,7,25,,2010
Judd Trump,Alfie Burden,4,2,7,25,,2010
Joe Swail,Barry Hawkins,4,0,7,25,,2010
Matthew Stevens,Tom Ford,4,3,7,25,,2010
Liu Song,Ken Doherty,4,2,7,25,,2010
Mark Selby,Jak Jones,4,0,7,25,,2010
Neil Robertson,Stuart Carrington,4,2,7,25,,2010
Fergal O'Brien,Simon Bedford,4,1,7,25,,2010
Shaun Murphy,Alan McManus,4,2,7,25,,2010
Jimmy Michie,Craig Steadman,4,1,7,25,,2010
Anthony McGill,Chen Zhe,4,1,7,25,,2010
Ian McCulloch,Lasse Munstermann,4,0,7,25,,2010
James McBain,Tony Drago,4,1,7,25,,2010
Jack Lisowski,Dermot McGlinchey,4,2,7,25,,2010
Peter Lines,Leo Fernandez,4,1,7,25,,2010
Ding Junhui,Liam Highfield,4,2,7,25,,2010
Jamie Jones,Peter Ebdon,4,3,7,25,,2010
Andy Hicks,Mark Davis,4,3,7,25,,2010
Xiao Guodong,Andrew Higginson,4,3,7,25,,2010
Martin Gould,James McGouran,4,1,7,25,,2010
Graeme Dott,Joe Perry,4,3,7,25,,2010
Paul Davison,Andrew Pagett,4,1,7,25,,2010
Dominic Dale,Kyren Wilson,4,2,7,25,,2010
Lyu Chuang,Mark Joyce,4,0,7,25,,2010
Ali Carter,Patrick Einsle,4,3,7,25,,2010
Marcus Campbell,Stephen Lee,4,1,7,25,,2010
Ian Burns,Issara Kachaiwong,4,1,7,25,,2010
Stuart Bingham,Joe Jogia,4,0,7,25,,2010
Mark Allen,Marco Fu,4,2,7,25,,2010
Jimmy White,James McBain,4,3,7,25,,2010
Liang Wenbo,Joe Swail,4,1,7,25,,2010
Daniel Wells,Jimmy Michie,4,1,7,25,,2010
Matthew Stevens,Fergal O'Brien,4,0,7,25,,2010
Mark Selby,Xiao Guodong,4,3,7,25,,2010
Shaun Murphy,Paul Davison,4,1,7,25,,2010
Anthony McGill,Ian Burns,4,2,7,25,,2010
Ian McCulloch,Lyu Chuang,4,3,7,25,,2010
Jamie Jones,Mark Allen,4,3,7,25,,2010
Andy Hicks,Jack Lisowski,4,1,7,25,,2010
Martin Gould,Ricky Walden,4,1,7,25,,2010
Graeme Dott,Judd Trump,4,1,7,25,,2010
Dominic Dale,Neil Robertson,4,1,7,25,,2010
Ali Carter,Liu Song,4,0,7,25,,2010
Marcus Campbell,Peter Lines,4,0,7,25,,2010
Stuart Bingham,Ding Junhui,4,2,7,25,,2010
Jimmy White,Ali Carter,4,2,7,25,,2010
Liang Wenbo,Shaun Murphy,4,3,7,25,,2010
Mark Selby,Jamie Jones,4,0,7,25,,2010
Ian McCulloch,Andy Hicks,4,2,7,25,,2010
Martin Gould,Anthony McGill,4,2,7,25,,2010
Dominic Dale,Matthew Stevens,4,1,7,25,,2010
Marcus Campbell,Graeme Dott,4,1,7,25,,2010
Stuart Bingham,Daniel Wells,4,0,7,25,,2010
Liang Wenbo,Jimmy White,4,3,7,25,,2010
Martin Gould,Stuart Bingham,4,2,7,25,,2010
Dominic Dale,Mark Selby,4,3,7,25,,2010
Marcus Campbell,Ian McCulloch,4,1,7,25,,2010
Martin Gould,Marcus Campbell,4,1,7,25,,2010
Dominic Dale,Liang Wenbo,4,1,7,25,,2010
Dominic Dale,Martin Gould,4,3,7,25,,2010
Mark Miller,Hans Blanckaert,4,1,7,27,,2010
Chen Zhe,Stephen Groves,4,0,7,27,,2010
John Whitty,James Murdoch,4,0,7,27,,2010
Charlie Walters,Andrew Milliard,4,1,7,27,,2010
Allan Taylor,David Singh,4,1,7,27,,2010
John Sutton,Michael Wild,4,3,7,27,,2010
Tian Pengfei,Marvin Lim Chun Kiat,4,1,7,27,,2010
Martin O'Donnell,Mitchell Mann,4,1,7,27,,2010
Mark Miller,Shahrukh Nasir,4,0,7,27,,2010
Aditya Mehta,Ian Glover,4,2,7,27,,2010
James McGouran,Stephen Ormerod,4,3,7,27,,2010
Martin McCrudden,Colm Gilcreest,4,1,7,27,,2010
Andy Lee,Andrew Norman,4,2,7,27,,2010
Tony Knowles,Eissa Al Sayed,4,0,7,27,,2010
Steve Judd,Daniel Skingle,4,0,7,27,,2010
Nick Jennings,Rogelio Esteiro,4,1,7,27,,2010
Kishan Hirani,Salim Ali,4,1,7,27,,2010
Ben Harrison,Chris Norbury,4,1,7,27,,2010
Gareth Green,Mohammed Al Joker,4,2,7,27,,2010
David Grace,Ian Barry Stark,4,0,7,27,,2010
Leo Fernandez,Joel Walker,4,1,7,27,,2010
Danny Douane,Rock Hui,4,0,7,27,,2010
Jeff Cundy,Marc Harman,4,1,7,27,,2010
Jamie Clarke,Matthew Day,4,0,7,27,,2010
Stuart Carrington,Sam Harvey,4,0,7,27,,2010
Luca Brecel,Ian Burns,4,2,7,27,,2010
Sam Baird,Robbie Williams,4,1,7,27,,2010
Ahmad Assiry,Christopher Keogan,4,1,7,27,,2010
Tommy Ang,Shaun Parkes,4,3,7,27,,2010
Ben Woollaston,Jimmy Michie,4,1,7,27,,2010
Mark Williams,Mark Miller,4,0,7,27,,2010
Adam Wicheard,Steve Judd,4,0,7,27,,2010
Jimmy White,Jamie Clarke,4,1,7,27,,2010
Liang Wenbo,John Whitty,4,2,7,27,,2010
Daniel Wells,Ahmad Assiry,4,3,7,27,,2010
Patrick Wallace,Dave Harold,4,2,7,27,,2010
Ricky Walden,Jak Jones,4,1,7,27,,2010
Allan Taylor,Liam Highfield,4,0,7,27,,2010
Matthew Stevens,Stephen Hendry,4,1,7,27,,2010
Craig Steadman,Anthony Hamilton,4,1,7,27,,2010
Liu Song,David Morris,4,2,7,27,,2010
Mark Selby,Stuart Carrington,4,0,7,27,,2010
Noppon Saengkham,Michael White,4,3,7,27,,2010
Neil Robertson,Mark King,4,2,7,27,,2010
Jimmy Robertson,Sam Baird,4,3,7,27,,2010
Joe Perry,Martin McCrudden,4,0,7,27,,2010
Tian Pengfei,Peter Lines,4,2,7,27,,2010
Shaun Murphy,Martin O'Donnell,4,3,7,27,,2010
Aditya Mehta,Stephen Maguire,4,0,7,27,,2010
Alan McManus,Ken Doherty,4,3,7,27,,2010
Rory McLeod,Thanawat Thirapongpaiboon,4,3,7,27,,2010
Anthony McGill,Charlie Walters,4,0,7,27,,2010
James McBain,Kyren Wilson,4,3,7,27,,2010
Kurt Maflin,Fergal O'Brien,4,3,7,27,,2010
Jack Lisowski,Zhang Anda,4,1,7,27,,2010
Andy Lee,Stuart Pettman,4,0,7,27,,2010
Rod Lawler,Tom Ford,4,2,7,27,,2010
Issara Kachaiwong,Igor Figueiredo,4,0,7,27,,2010
Ding Junhui,Tony Drago,4,3,7,27,2010-10-09,2010
Mark Joyce,Lasse Munstermann,4,2,7,27,,2010
Jamie Jones,Patrick Einsle,4,1,7,27,,2010
Kuldesh Johal,Ian McCulloch,4,0,7,27,,2010
Joe Jogia,Ryan Day,4,1,7,27,,2010
Michael Holt,Matthew Selt,4,1,7,27,,2010
Andrew Higginson,Chen Zhe,4,2,7,27,,2010
Andy Hicks,David Grace,4,0,7,27,,2010
Barry Hawkins,Jamie O'Neill,4,2,7,27,,2010
Ben Harrison,Barry Pinches,4,1,7,27,,2010
Bjorn Haneveer,James Hill,4,0,7,27,,2010
Xiao Guodong,Matthew Couch,4,0,7,27,,2010
Gerard Greene,Nick Jennings,4,1,7,27,,2010
Martin Gould,Joe Delaney,4,0,7,27,,2010
Marco Fu,Gareth Green,4,0,7,27,,2010
Leo Fernandez,Alfie Burden,4,1,7,27,,2010
Peter Ebdon,Danny Douane,4,0,7,27,,2010
Mike Dunn,David Gilbert,4,2,7,27,,2010
Adam Duffy,Judd Trump,4,1,7,27,,2010
Graeme Dott,Andrew Pagett,4,0,7,27,,2010
Mark Davis,Ali Carter,4,2,7,27,,2010
Steve Davis,James McGouran,4,0,7,27,,2010
Dominic Dale,James Wattana,4,1,7,27,,2010
Jamie Cope,Tommy Ang,4,1,7,27,,2010
Lyu Chuang,Jeff Cundy,4,3,7,27,,2010
Marcus Campbell,Kishan Hirani,4,1,7,27,,2010
Luca Brecel,Paul Davison,4,2,7,27,,2010
Nigel Bond,Robert Milkins,4,3,7,27,,2010
Stuart Bingham,Tony Knowles,4,1,7,27,,2010
Simon Bedford,Michael Wasley,4,2,7,27,,2010
Justin Astley,Reanne Evans,4,1,7,27,,2010
Mark Allen,Joe Swail,4,1,7,27,,2010
Ben Woollaston,Nigel Bond,4,3,7,27,,2010
Mark Williams,Issara Kachaiwong,4,1,7,27,,2010
Liang Wenbo,Jack Lisowski,4,3,7,27,,2010
Patrick Wallace,Daniel Wells,4,1,7,27,,2010
Ricky Walden,Joe Jogia,4,1,7,27,,2010
Allan Taylor,Lyu Chuang,4,1,7,27,,2010
Matthew Stevens,Jimmy White,4,0,7,27,,2010
Mark Selby,Rod Lawler,4,2,7,27,,2010
Neil Robertson,Andy Hicks,4,1,7,27,,2010
Jimmy Robertson,Mark Davis,4,0,7,27,,2010
Shaun Murphy,Anthony McGill,4,1,7,27,,2010
Aditya Mehta,Kurt Maflin,4,2,7,27,,2010
Rory McLeod,Tian Pengfei,4,2,7,27,,2010
James McBain,Craig Steadman,4,3,7,27,,2010
Stephen Lee,Steve Davis,4,0,7,27,,2010
Ding Junhui,Stuart Bingham,4,1,7,27,,2010
Mark Joyce,Xiao Guodong,4,2,7,27,,2010
Jamie Jones,Liu Song,4,0,7,27,,2010
Andrew Higginson,Barry Hawkins,4,3,7,27,,2010
Gerard Greene,Joe Perry,4,0,7,27,,2010
Martin Gould,Noppon Saengkham,4,1,7,27,,2010
Marco Fu,Michael Holt,4,0,7,27,,2010
Leo Fernandez,Kuldesh Johal,4,3,7,27,,2010
Peter Ebdon,Adrian Gunnell,4,1,7,27,,2010
Adam Duffy,Alan McManus,4,2,7,27,,2010
Graeme Dott,Dermot McGlinchey,4,1,7,27,,2010
Dominic Dale,Andy Lee,4,0,7,27,,2010
Jamie Cope,Bjorn Haneveer,4,3,7,27,,2010
Marcus Campbell,Adam Wicheard,4,2,7,27,,2010
Luca Brecel,Justin Astley,4,1,7,27,,2010
Simon Bedford,Mike Dunn,4,0,7,27,,2010
Mark Allen,Ben Harrison,4,2,7,27,,2010
Mark Williams,Liang Wenbo,4,2,7,27,,2010
Patrick Wallace,Jamie Cope,4,2,7,27,,2010
Ricky Walden,Aditya Mehta,4,0,7,27,,2010
Allan Taylor,Simon Bedford,4,3,7,27,,2010
Matthew Stevens,Shaun Murphy,4,3,7,27,,2010
Neil Robertson,Graeme Dott,4,2,7,27,,2010
Jimmy Robertson,Ben Woollaston,4,3,7,27,,2010
Rory McLeod,Mark Allen,4,2,7,27,,2010
Ding Junhui,Stephen Lee,4,3,7,27,,2010
Mark Joyce,James McBain,4,2,7,27,,2010
Jamie Jones,Gerard Greene,4,3,7,27,,2010
Andrew Higginson,Mark Selby,4,0,7,27,,2010
Martin Gould,Marcus Campbell,4,3,7,27,,2010
Marco Fu,Luca Brecel,4,1,7,27,,2010
Peter Ebdon,Adam Duffy,4,2,7,27,,2010
Dominic Dale,Leo Fernandez,4,0,7,27,,2010
Patrick Wallace,Mark Williams,4,1,7,27,,2010
Ricky Walden,Allan Taylor,4,3,7,27,,2010
Rory McLeod,Mark Joyce,4,3,7,27,,2010
Ding Junhui,Peter Ebdon,4,3,7,27,,2010
Jamie Jones,Martin Gould,4,0,7,27,,2010
Andrew Higginson,Neil Robertson,4,2,7,27,,2010
Marco Fu,Jimmy Robertson,4,3,7,27,,2010
Dominic Dale,Matthew Stevens,4,3,7,27,,2010
Ricky Walden,Rory McLeod,4,2,7,27,,2010
Ding Junhui,Dominic Dale,4,2,7,27,,2010
Jamie Jones,Patrick Wallace,4,3,7,27,,2010
Andrew Higginson,Marco Fu,4,0,7,27,,2010
Ding Junhui,Andrew Higginson,4,1,7,27,,2010
