player1,player2,score1,score2,best_of,tournament_id,date,year
Colin Roscoe,Jackie Rea,9,6,17,753,,1982
Tommy Murphy,Clive Everton,9,4,17,753,,1982
Vic Harris,Marcus Owen,9,4,17,753,,1982
Bob Harris,Graham Cripsey,9,6,17,753,,1982
Geoff Foulds,Matt Gibson,9,3,17,753,,1982
Mick Fisher,Ian Black,9,3,17,753,,1982
Les Dodd,Ian Williamson,9,1,17,753,,1982
Cliff Wilson,Eddie McLaughlin,9,6,17,753,,1982
Rex Williams,Geoff Foulds,9,7,17,753,,1982
Mark Wildman,Colin Roscoe,9,4,17,753,,1982
Eddie Sinclair,Tommy Murphy,9,5,17,753,,1982
Tony Meo,George Scott,9,5,17,753,,1982
Paul Medati,Bernard Bennett,9,1,17,753,,1982
Jim Meadowcroft,Dennis Hughes,9,8,17,753,,1982
Dave Martin,Murdo Macleod,9,6,17,753,,1982
Billy Kelly,Jack Fitzmaurice,9,0,17,753,,1982
Joe Johnson,Vic Harris,9,8,17,753,,1982
Bob Harris,Mike Watterson,9,3,17,753,,1982
Mike Hallett,Bert Demarco,9,1,17,753,,1982
Mick Fisher,Ray Edmonds,9,8,17,753,,1982
Jim Donnelly,Chris Ross,9,5,17,753,,1982
Les Dodd,Doug French,9,7,17,753,,1982
Cliff Wilson,Willie Thorne,9,7,17,753,,1982
Jimmy White,Paul Medati,9,7,17,753,,1982
John Virgo,Billy Kelly,9,2,17,753,,1982
Dennis Taylor,Jim Meadowcroft,9,7,17,753,,1982
David Taylor,Les Dodd,9,7,17,753,,1982
John Spencer,Eddie Sinclair,9,8,17,753,,1982
Dean Reynolds,Mick Fisher,9,6,17,753,,1982
Ray Reardon,Mark Wildman,9,5,17,753,,1982
Doug Mountjoy,Pat Houlihan,9,3,17,753,,1982
Tony Meo,Graham Miles,9,4,17,753,,1982
Tony Knowles,Jim Donnelly,9,6,17,753,,1982
Alex Higgins,Dave Martin,9,7,17,753,,1982
Mike Hallett,Fred Davis,9,7,17,753,,1982
Terry Griffiths,Joe Johnson,9,1,17,753,,1982
Patsy Fagan,Bob Harris,9,6,17,753,,1982
Steve Davis,Rex Williams,9,6,17,753,,1982
Jimmy White,Cliff Wilson,9,5,17,753,,1982
John Virgo,Doug Mountjoy,9,5,17,753,,1982
John Spencer,Tony Knowles,9,6,17,753,,1982
Ray Reardon,Mike Hallett,9,8,17,753,,1982
Tony Meo,David Taylor,9,6,17,753,,1982
Alex Higgins,Dean Reynolds,9,8,17,753,,1982
Terry Griffiths,Dennis Taylor,9,7,17,753,,1982
Steve Davis,Patsy Fagan,9,3,17,753,,1982
Ray Reardon,Jimmy White,9,8,17,753,,1982
Tony Meo,John Virgo,9,6,17,753,,1982
Alex Higgins,John Spencer,9,5,17,753,,1982
Terry Griffiths,Steve Davis,9,6,17,753,,1982
Alex Higgins,Ray Reardon,9,6,17,753,,1982
Terry Griffiths,Tony Meo,9,7,17,753,,1982
Terry Griffiths,Alex Higgins,16,15,31,753,,1982
Jim Wych,Billy Kelly,5,0,9,762,,1982
Cliff Wilson,Mario Morra,5,2,9,762,,1982
Rex Williams,Chris Ross,5,0,9,762,,1982
Mark Wildman,John Dunning,5,4,9,762,,1982
Bill Werbeniuk,Paddy Morgan,5,3,9,762,,1982
Mike Watterson,Jim Donnelly,5,4,9,762,,1982
John Virgo,Ian Black,5,2,9,762,,1982
Willie Thorne,Bert Demarco,5,3,9,762,,1982
Cliff Thorburn,Paul Medati,5,1,9,762,,1982
Dennis Taylor,Ray Edmonds,5,4,9,762,,1982
David Taylor,Ian Anderson,5,1,9,762,,1982
Kirk Stevens,Eugene Hughes,5,2,9,762,,1982
John Spencer,Geoff Foulds,5,1,9,762,,1982
Eddie Sinclair,Fred Davis,5,2,9,762,,1982
Ray Reardon,Tommy Murphy,5,0,9,762,,1982
Tony Meo,Marcus Owen,5,4,9,762,,1982
Jim Meadowcroft,Bernard Bennett,5,4,9,762,,1982
Dave Martin,Matt Gibson,5,2,9,762,,1982
Perrie Mans,Eddie McLaughlin,5,2,9,762,,1982
Tony Knowles,Pat Houlihan,5,4,9,762,,1982
Frank Jonik,Doug Mountjoy,5,3,9,762,,1982
Joe Johnson,Graham Miles,5,1,9,762,,1982
Alex Higgins,Doug French,5,3,9,762,,1982
Mike Hallett,Vic Harris,5,3,9,762,,1982
Terry Griffiths,Colin Roscoe,5,1,9,762,,1982
Jack Fitzmaurice,Dessie Sheehan,5,1,9,762,,1982
Clive Everton,Patsy Fagan,5,2,9,762,,1982
Eddie Charlton,Dennis Hughes,5,2,9,762,,1982
Cliff Wilson,Tony Knowles,5,4,9,762,,1982
Mark Wildman,Perrie Mans,5,4,9,762,,1982
Jimmy White,Jim Wych,5,0,9,762,,1982
Bill Werbeniuk,Jackie Rea,5,2,9,762,,1982
John Virgo,Mike Hallett,5,2,9,762,,1982
Cliff Thorburn,Clive Everton,5,2,9,762,,1982
Dennis Taylor,David Taylor,5,1,9,762,,1982
John Spencer,Dave Martin,5,3,9,762,,1982
Eddie Sinclair,Jim Meadowcroft,5,3,9,762,,1982
Dean Reynolds,Jack Fitzmaurice,5,0,9,762,,1982
Ray Reardon,Alex Higgins,5,2,9,762,,1982
Tony Meo,Frank Jonik,5,0,9,762,,1982
Murdo Macleod,Willie Thorne,5,4,9,762,,1982
Joe Johnson,Kirk Stevens,5,1,9,762,,1982
Terry Griffiths,Mike Watterson,5,2,9,762,,1982
Eddie Charlton,Rex Williams,5,2,9,762,,1982
Jimmy White,Dennis Taylor,5,3,9,762,,1982
Bill Werbeniuk,Cliff Thorburn,5,2,9,762,,1982
John Virgo,John Spencer,5,1,9,762,,1982
Dean Reynolds,Cliff Wilson,5,1,9,762,,1982
Ray Reardon,Murdo Macleod,5,2,9,762,,1982
Joe Johnson,Mark Wildman,5,4,9,762,,1982
Terry Griffiths,Eddie Sinclair,5,3,9,762,,1982
Eddie Charlton,Tony Meo,5,3,9,762,,1982
Jimmy White,Terry Griffiths,5,2,9,762,,1982
John Virgo,Joe Johnson,5,1,9,762,,1982
Ray Reardon,Bill Werbeniuk,5,3,9,762,,1982
Eddie Charlton,Dean Reynolds,5,1,9,762,,1982
Jimmy White,John Virgo,10,4,19,762,,1982
Ray Reardon,Eddie Charlton,10,7,19,762,,1982
Ray Reardon,Jimmy White,10,5,19,762,,1982
Ian Williamson,Jim Donnelly,5,3,9,754,,1982
Rex Williams,Paul Medati,5,3,9,754,,1982
Mark Wildman,Matt Gibson,5,1,9,754,,1982
Mike Watterson,Clive Everton,5,1,9,754,,1982
Eddie Sinclair,Ian Anderson,5,2,9,754,,1982
George Scott,Bob Harris,5,4,9,754,,1982
Colin Roscoe,John Dunning,5,2,9,754,,1982
Mario Morra,Bert Demarco,5,2,9,754,,1982
Eddie McLaughlin,Pat Houlihan,5,2,9,754,,1982
Billy Kelly,Geoff Foulds,5,4,9,754,,1982
Eugene Hughes,Maurice Parkin,5,2,9,754,,1982
Vic Harris,Dessie Sheehan,5,3,9,754,,1982
Mike Hallett,Frank Jonik,5,2,9,754,,1982
Doug French,Graham Cripsey,5,1,9,754,,1982
Jack Fitzmaurice,Ian Black,5,3,9,754,,1982
Mick Fisher,Tommy Murphy,5,1,9,754,,1982
Ray Edmonds,Dennis Hughes,5,0,9,754,,1982
Les Dodd,Murdo Macleod,5,1,9,754,,1982
Bernard Bennett,Marcus Owen,5,2,9,754,,1982
Jim Wych,Bernard Bennett,5,0,9,754,,1982
Cliff Wilson,Joe Johnson,5,4,9,754,,1982
Rex Williams,Eddie McLaughlin,5,1,9,754,,1982
Mark Wildman,Mike Hallett,5,2,9,754,,1982
Mike Watterson,Patsy Fagan,5,1,9,754,,1982
John Virgo,Vic Harris,5,2,9,754,,1982
Eddie Sinclair,Tony Meo,5,3,9,754,,1982
Colin Roscoe,Doug French,5,2,9,754,,1982
Dean Reynolds,Mario Morra,5,1,9,754,,1982
Jim Meadowcroft,Chris Ross,5,0,9,754,,1982
Billy Kelly,Ian Williamson,5,1,9,754,,1982
Eugene Hughes,Dave Martin,5,4,9,754,,1982
Mick Fisher,Fred Davis,5,3,9,754,,1982
Ray Edmonds,Graham Miles,5,1,9,754,,1982
Les Dodd,Jack Fitzmaurice,5,3,9,754,,1982
Cliff Wilson,Doug Mountjoy,5,4,9,754,,1982
Jimmy White,Jim Meadowcroft,5,1,9,754,,1982
Bill Werbeniuk,Jim Wych,5,3,9,754,,1982
John Virgo,Eddie Charlton,5,4,9,754,,1982
Cliff Thorburn,George Scott,5,1,9,754,,1982
Dennis Taylor,Mark Wildman,5,2,9,754,,1982
David Taylor,Mick Fisher,5,1,9,754,,1982
Kirk Stevens,Mike Watterson,5,3,9,754,,1982
John Spencer,Ray Edmonds,5,2,9,754,,1982
Dean Reynolds,Willie Thorne,5,3,9,754,,1982
Ray Reardon,Eugene Hughes,5,3,9,754,,1982
Perrie Mans,Les Dodd,5,3,9,754,,1982
Tony Knowles,Eddie Sinclair,5,2,9,754,,1982
Alex Higgins,Billy Kelly,5,3,9,754,,1982
Terry Griffiths,Rex Williams,5,2,9,754,,1982
Steve Davis,Colin Roscoe,5,0,9,754,,1982
Cliff Wilson,Jimmy White,5,2,9,754,,1982
John Virgo,John Spencer,5,4,9,754,,1982
Dennis Taylor,Cliff Thorburn,5,2,9,754,,1982
David Taylor,Bill Werbeniuk,5,2,9,754,,1982
Kirk Stevens,Perrie Mans,5,2,9,754,,1982
Tony Knowles,Ray Reardon,5,2,9,754,,1982
Terry Griffiths,Alex Higgins,5,2,9,754,,1982
Steve Davis,Dean Reynolds,5,0,9,754,,1982
John Virgo,Dennis Taylor,5,3,9,754,,1982
David Taylor,Steve Davis,5,3,9,754,,1982
Kirk Stevens,Terry Griffiths,5,3,9,754,,1982
Tony Knowles,Cliff Wilson,5,4,9,754,,1982
David Taylor,John Virgo,9,5,17,754,,1982
Tony Knowles,Kirk Stevens,9,3,17,754,,1982
Tony Knowles,David Taylor,9,6,17,754,,1982
Dennis Taylor,Jimmy White,5,4,9,759,,1982
Alex Higgins,Eddie Sinclair,5,1,9,759,,1982
Terry Griffiths,Ray Reardon,5,3,9,759,,1982
Steve Davis,Tony Knowles,5,4,9,759,,1982
Alex Higgins,Terry Griffiths,6,5,11,759,,1982
Steve Davis,Dennis Taylor,6,1,11,759,,1982
Steve Davis,Alex Higgins,9,4,17,759,,1982
John Spencer,Cliff Thorburn,1,0,1,795,,1982
Ray Reardon,Tony Meo,1,0,1,795,,1982
Tony Meo,Ian Anderson,1,0,1,795,,1982
Tony Meo,Alex Higgins,1,0,1,795,,1982
Alex Higgins,Ray Reardon,1,0,1,795,,1982
Steve Davis,John Spencer,1,0,1,795,,1982
Steve Davis,Cliff Thorburn,1,0,1,795,,1982
Eddie Charlton,Steve Davis,1,0,1,795,,1982
Eddie Charlton,Cliff Thorburn,1,0,1,795,,1982
Eddie Charlton,John Spencer,1,0,1,795,,1982
Ian Anderson,Ray Reardon,1,0,1,795,,1982
Ian Anderson,Alex Higgins,1,0,1,795,,1982
Steve Davis,Ian Anderson,1,1,2,795,,1982
Eddie Charlton,Tony Meo,1,1,2,795,,1982
Steve Davis,Eddie Charlton,2,1,3,795,,1982
Mark Wildman,Eddie McLaughlin,2,1,3,783,,1982
Jackie Rea,Joe Johnson,2,0,3,783,,1982
Paul Medati,Les Dodd,2,1,3,783,,1982
Murdo Macleod,Ian Black,2,0,3,783,,1982
Eugene Hughes,Jack Fitzmaurice,2,0,3,783,,1982
Doug French,Kingsley Kennerley,2,1,3,783,,1982
Mick Fisher,Dean Reynolds,2,1,3,783,,1982
Rex Williams,George Scott,3,1,5,783,,1982
Mark Wildman,Eddie Sinclair,3,2,5,783,,1982
Paul Medati,Doug French,3,1,5,783,,1982
Jim Meadowcroft,Murdo Macleod,3,1,5,783,,1982
Eugene Hughes,Mick Fisher,3,1,5,783,,1982
Mike Hallett,Dennis Hughes,3,2,5,783,,1982
Ray Edmonds,Clive Everton,3,1,5,783,,1982
Rex Williams,Jackie Rea,3,0,5,783,,1982
Eugene Hughes,Jim Meadowcroft,3,2,5,783,,1982
Mike Hallett,Mark Wildman,3,1,5,783,,1982
Ray Edmonds,Paul Medati,3,2,5,783,,1982
Rex Williams,Eugene Hughes,3,2,5,783,,1982
Ray Edmonds,Mike Hallett,3,0,5,783,,1982
Eugene Hughes,Mike Hallett,2,0,3,783,,1982
Rex Williams,Ray Edmonds,4,1,7,783,,1982
Ray Reardon,Alex Higgins,6,0,11,788,,1982
Doug Mountjoy,Dennis Taylor,6,4,11,788,,1982
Terry Griffiths,John Virgo,6,3,11,788,,1982
Steve Davis,Willie Thorne,6,2,11,788,,1982
Ray Reardon,Terry Griffiths,7,0,13,788,,1982
Steve Davis,Doug Mountjoy,7,3,13,788,,1982
Steve Davis,Ray Reardon,9,4,17,788,,1982
Mark Wildman,Geoff Foulds,9,8,17,772,,1982
Mike Watterson,Bert Demarco,9,6,17,772,,1982
Eddie Sinclair,Billy Kelly,9,8,17,772,,1982
Colin Roscoe,Bernie Mikkelsen,9,6,17,772,,1982
Dean Reynolds,Dessie Sheehan,9,5,17,772,,1982
Mario Morra,Tommy Murphy,9,5,17,772,,1982
Paddy Morgan,David Greaves,9,2,17,772,,1982
Paul Medati,John Phillips,9,3,17,772,,1982
Murdo Macleod,Eddie McLaughlin,9,8,17,772,,1982
Joe Johnson,Vic Harris,9,4,17,772,,1982
Dennis Hughes,Clive Everton,9,4,17,772,,1982
Pat Houlihan,Ian Anderson,9,5,17,772,,1982
Doug French,Bernard Bennett,9,3,17,772,,1982
Silvino Francisco,Chris Ross,9,0,17,772,,1982
Jim Donnelly,Matt Gibson,9,8,17,772,,1982
Ian Black,Maurice Parkin,9,6,17,772,,1982
John Bear,Frank Jonik,9,4,17,772,,1982
Cliff Wilson,Paul Medati,9,5,17,772,,1982
Rex Williams,Ian Black,9,2,17,772,,1982
Jimmy White,Mark Wildman,9,4,17,772,,1982
Willie Thorne,Colin Roscoe,9,1,17,772,,1982
Dean Reynolds,Ray Edmonds,9,6,17,772,,1982
Tony Meo,Dennis Hughes,9,4,17,772,,1982
Jim Meadowcroft,Mike Watterson,9,7,17,772,,1982
Dave Martin,Pat Houlihan,9,3,17,772,,1982
Tony Knowles,Eugene Hughes,9,7,17,772,,1982
Mike Hallett,Joe Johnson,9,8,17,772,,1982
Silvino Francisco,Paddy Morgan,9,1,17,772,,1982
Jack Fitzmaurice,Mario Morra,9,7,17,772,,1982
Patsy Fagan,Doug French,9,6,17,772,,1982
John Dunning,Murdo Macleod,9,4,17,772,,1982
Jim Donnelly,Eddie Sinclair,9,8,17,772,,1982
John Bear,Jim Wych,9,4,17,772,,1982
Jimmy White,Cliff Thorburn,10,4,19,772,,1982
Bill Werbeniuk,John Bear,10,7,19,772,,1982
John Virgo,Mike Hallett,10,4,19,772,,1982
Willie Thorne,Terry Griffiths,10,6,19,772,,1982
Kirk Stevens,Jack Fitzmaurice,10,4,19,772,,1982
John Spencer,John Dunning,10,4,19,772,,1982
Dean Reynolds,Fred Davis,10,7,19,772,,1982
Ray Reardon,Jim Donnelly,10,5,19,772,,1982
Doug Mountjoy,Rex Williams,10,3,19,772,,1982
Graham Miles,Dave Martin,10,5,19,772,,1982
Perrie Mans,Tony Meo,10,8,19,772,,1982
Tony Knowles,Steve Davis,10,1,19,772,,1982
Alex Higgins,Jim Meadowcroft,10,5,19,772,,1982
Silvino Francisco,Dennis Taylor,10,7,19,772,,1982
Patsy Fagan,David Taylor,10,9,19,772,,1982
Eddie Charlton,Cliff Wilson,10,5,19,772,,1982
Jimmy White,Perrie Mans,13,6,25,772,,1982
Willie Thorne,John Spencer,13,5,25,772,,1982
Kirk Stevens,Patsy Fagan,13,7,25,772,,1982
Ray Reardon,John Virgo,13,8,25,772,,1982
Tony Knowles,Graham Miles,13,7,25,772,,1982
Alex Higgins,Doug Mountjoy,13,12,25,772,,1982
Silvino Francisco,Dean Reynolds,13,8,25,772,,1982
Eddie Charlton,Bill Werbeniuk,13,5,25,772,,1982
Jimmy White,Kirk Stevens,13,9,25,772,,1982
Ray Reardon,Silvino Francisco,13,8,25,772,,1982
Alex Higgins,Willie Thorne,13,10,25,772,,1982
Eddie Charlton,Tony Knowles,13,11,25,772,,1982
Ray Reardon,Eddie Charlton,16,11,31,772,,1982
Alex Higgins,Jimmy White,16,15,31,772,,1982
Alex Higgins,Ray Reardon,18,15,35,772,,1982
John Spencer,Murdo Macleod,4,0,7,782,,1982
Ray Reardon,Bert Demarco,4,3,7,782,,1982
Alex Higgins,Eddie Sinclair,4,3,7,782,,1982
Steve Davis,Matt Gibson,4,3,7,782,,1982
John Spencer,Alex Higgins,6,0,11,782,,1982
Ray Reardon,Steve Davis,6,0,11,782,,1982
Ray Reardon,John Spencer,11,4,21,782,,1982
Dennis Taylor,Dessie Sheehan,5,3,9,776,,1982
Doug Mountjoy,Eugene Hughes,5,4,9,776,,1982
Tony Meo,John Spencer,5,3,9,776,,1982
Alex Higgins,Jim Wych,5,3,9,776,,1982
Ray Reardon,Dennis Taylor,5,4,9,776,,1982
Alex Higgins,Cliff Thorburn,5,4,9,776,,1982
Terry Griffiths,Tony Meo,5,3,9,776,,1982
Steve Davis,Doug Mountjoy,5,2,9,776,,1982
Terry Griffiths,Ray Reardon,6,3,11,776,,1982
Steve Davis,Alex Higgins,6,2,11,776,,1982
Terry Griffiths,Steve Davis,9,5,17,776,,1982
Tommy Murphy,Billy Kelly,6,1,11,784,,1982
Eugene Hughes,Dessie Sheehan,6,1,11,784,,1982
Tommy Murphy,Patsy Fagan,6,2,11,784,,1982
Eugene Hughes,Jackie Rea,6,0,11,784,,1982
Dennis Taylor,Tommy Murphy,6,0,11,784,,1982
Alex Higgins,Eugene Hughes,6,2,11,784,,1982
Dennis Taylor,Alex Higgins,16,13,31,784,,1982
Murdo Macleod,Jim Donnelly,6,5,11,790,,1982
Eddie Sinclair,John Phillips,6,3,11,790,,1982
Chris Ross,Bert Demarco,6,5,11,790,,1982
Matt Gibson,Eddie McLaughlin,6,3,11,790,,1982
Ian Black,Murdo Macleod,6,0,11,790,,1982
Eddie Sinclair,Matt Gibson,6,2,11,790,,1982
Ian Black,Chris Ross,6,4,11,790,,1982
Eddie Sinclair,Ian Black,11,7,21,790,,1982
Dean Reynolds,Tommy Murphy,3,0,5,810,,1982
Cliff Wilson,Geoff Foulds,2,0,3,810,,1982
Cliff Wilson,John Dunning,2,1,3,810,,1982
Cliff Wilson,Geoff Foulds,2,0,3,810,,1982
Rex Williams,Tony Knowles,2,1,3,810,,1982
Rex Williams,Eddie McLaughlin,2,1,3,810,,1982
Jimmy White,Eddie Sinclair,2,1,3,810,,1982
Jimmy White,Paul Medati,2,0,3,810,,1982
Mike Watterson,Pat Houlihan,2,1,3,810,,1982
Mike Watterson,Jim Meadowcroft,2,0,3,810,,1982
Mike Watterson,Clive Everton,2,0,3,810,,1982
Willie Thorne,Jimmy White,2,0,3,810,,1982
Willie Thorne,Eddie Sinclair,2,0,3,810,,1982
Eddie Sinclair,Paul Medati,2,0,3,810,,1982
Eddie Sinclair,Eugene Hughes,2,0,3,810,,1982
Dean Reynolds,Rex Williams,2,1,3,810,,1982
Dean Reynolds,Eddie McLaughlin,2,0,3,810,,1982
Dean Reynolds,Eddie McLaughlin,2,1,3,810,,1982
Dean Reynolds,Patsy Fagan,2,0,3,810,,1982
Paul Medati,Willie Thorne,2,1,3,810,,1982
Paul Medati,Eugene Hughes,2,0,3,810,,1982
Paul Medati,Eddie Sinclair,2,0,3,810,,1982
Jim Meadowcroft,Mike Hallett,2,1,3,810,,1982
Jim Meadowcroft,Pat Houlihan,2,0,3,810,,1982
Jim Meadowcroft,Mike Watterson,2,1,3,810,,1982
Jim Meadowcroft,Clive Everton,2,1,3,810,,1982
Eddie McLaughlin,Patsy Fagan,2,0,3,810,,1982
Dave Martin,Joe Johnson,2,1,3,810,,1982
Dave Martin,Geoff Foulds,2,1,3,810,,1982
Dave Martin,Cliff Wilson,2,1,3,810,,1982
Tony Knowles,Dean Reynolds,2,1,3,810,,1982
Tony Knowles,Eddie McLaughlin,2,0,3,810,,1982
Joe Johnson,Geoff Foulds,2,0,3,810,,1982
Joe Johnson,Cliff Wilson,2,0,3,810,,1982
Pat Houlihan,Mike Hallett,2,1,3,810,,1982
Mike Hallett,Mike Watterson,2,1,3,810,,1982
Geoff Foulds,John Dunning,2,1,3,810,,1982
Jimmy White,Willie Thorne,2,0,3,810,,1982
Jimmy White,Graham Miles,2,0,3,810,,1982
Jimmy White,Fred Davis,2,0,3,810,,1982
John Virgo,Dave Martin,2,1,3,810,,1982
John Virgo,Joe Johnson,2,1,3,810,,1982
John Virgo,John Spencer,2,0,3,810,,1982
Willie Thorne,Fred Davis,2,1,3,810,,1982
Kirk Stevens,Tony Knowles,2,1,3,810,,1982
Kirk Stevens,Dean Reynolds,2,1,3,810,,1982
Kirk Stevens,Ray Edmonds,2,0,3,810,,1982
John Spencer,Dave Martin,2,0,3,810,,1982
Dean Reynolds,Tony Knowles,2,1,3,810,,1982
Graham Miles,Willie Thorne,2,1,3,810,,1982
Graham Miles,Fred Davis,2,0,3,810,,1982
Tony Meo,Mike Watterson,2,0,3,810,,1982
Tony Meo,Jim Meadowcroft,2,0,3,810,,1982
Jim Meadowcroft,Mike Watterson,2,1,3,810,,1982
Tony Knowles,Ray Edmonds,2,1,3,810,,1982
Joe Johnson,John Spencer,2,1,3,810,,1982
Joe Johnson,Dave Martin,2,0,3,810,,1982
Alex Higgins,Mike Watterson,2,1,3,810,,1982
Alex Higgins,Tony Meo,2,1,3,810,,1982
Alex Higgins,Jim Meadowcroft,2,0,3,810,,1982
Ray Edmonds,Dean Reynolds,2,0,3,810,,1982
John Virgo,Dennis Taylor,2,1,3,810,,1982
John Virgo,Ray Reardon,2,0,3,810,,1982
Cliff Thorburn,Tony Meo,2,0,3,810,,1982
David Taylor,Tony Meo,2,1,3,810,,1982
David Taylor,Cliff Thorburn,2,1,3,810,,1982
David Taylor,Alex Higgins,2,1,3,810,,1982
Dennis Taylor,Ray Reardon,2,1,3,810,,1982
Dennis Taylor,Joe Johnson,2,0,3,810,,1982
Kirk Stevens,Ray Edmonds,2,1,3,810,,1982
Kirk Stevens,Bill Werbeniuk,2,1,3,810,,1982
Ray Reardon,Joe Johnson,2,0,3,810,,1982
Doug Mountjoy,Jimmy White,2,0,3,810,,1982
Graham Miles,Jimmy White,2,1,3,810,,1982
Graham Miles,Doug Mountjoy,2,0,3,810,,1982
Tony Meo,Alex Higgins,2,0,3,810,,1982
Joe Johnson,John Virgo,2,1,3,810,,1982
Alex Higgins,Cliff Thorburn,2,1,3,810,,1982
Terry Griffiths,Jimmy White,2,1,3,810,,1982
Terry Griffiths,Graham Miles,2,1,3,810,,1982
Terry Griffiths,Doug Mountjoy,2,1,3,810,,1982
Ray Edmonds,Steve Davis,2,1,3,810,,1982
Ray Edmonds,Bill Werbeniuk,2,0,3,810,,1982
Steve Davis,Kirk Stevens,2,0,3,810,,1982
Steve Davis,Bill Werbeniuk,2,0,3,810,,1982
John Virgo,Ray Edmonds,2,0,3,810,,1982
John Virgo,Dennis Taylor,2,0,3,810,,1982
Cliff Thorburn,David Taylor,2,1,3,810,,1982
Cliff Thorburn,Graham Miles,2,1,3,810,,1982
Graham Miles,David Taylor,2,0,3,810,,1982
Terry Griffiths,Cliff Thorburn,2,1,3,810,,1982
Terry Griffiths,Graham Miles,2,0,3,810,,1982
Terry Griffiths,David Taylor,2,0,3,810,,1982
Ray Edmonds,Dennis Taylor,2,1,3,810,,1982
Steve Davis,Dennis Taylor,2,1,3,810,,1982
Steve Davis,Ray Edmonds,2,0,3,810,,1982
Steve Davis,John Virgo,2,0,3,810,,1982
Steve Davis,Terry Griffiths,9,7,17,810,,1982
Cliff Wilson,Marcus Owen,6,0,11,796,,1982
Ray Reardon,Clive Everton,6,1,11,796,,1982
Doug Mountjoy,Roy Andrewartha,6,3,11,796,,1982
Terry Griffiths,Colin Roscoe,6,2,11,796,,1982
Doug Mountjoy,Ray Reardon,9,7,17,796,,1982
Terry Griffiths,Cliff Wilson,9,6,17,796,,1982
Doug Mountjoy,Terry Griffiths,9,8,17,796,,1982
Dennis Taylor,Jimmy White,3,1,5,794,,1982
Graham Miles,Tony Meo,3,0,5,794,,1982
Tony Knowles,David Taylor,3,0,5,794,,1982
Steve Davis,Willie Thorne,3,0,5,794,,1982
Dennis Taylor,Tony Knowles,5,2,9,794,,1982
Steve Davis,Graham Miles,5,2,9,794,,1982
Steve Davis,Dennis Taylor,8,3,15,794,,1982
Ray Reardon,Dennis Taylor,5,3,9,778,,1982
Doug Mountjoy,John Spencer,5,4,9,778,,1982
Tony Meo,David Taylor,5,2,9,778,,1982
Eddie Charlton,Jimmy White,5,4,9,778,,1982
Tony Meo,Cliff Thorburn,5,0,9,778,,1982
Alex Higgins,Eddie Charlton,5,1,9,778,,1982
Terry Griffiths,Ray Reardon,5,3,9,778,,1982
Steve Davis,Doug Mountjoy,5,2,9,778,,1982
Terry Griffiths,Alex Higgins,6,4,11,778,,1982
Steve Davis,Tony Meo,6,4,11,778,,1982
Steve Davis,Terry Griffiths,9,5,17,778,,1982
Ray Reardon,David Taylor,5,1,9,785,,1982
Alex Higgins,Dennis Taylor,5,1,9,785,,1982
Terry Griffiths,Cliff Thorburn,5,1,9,785,,1982
Steve Davis,John Spencer,5,2,9,785,1982-01-11,1982
Terry Griffiths,Alex Higgins,5,1,9,785,,1982
Steve Davis,Ray Reardon,5,4,9,785,,1982
Terry Griffiths,Steve Davis,9,8,17,785,,1982
Cliff Thorburn,David Taylor,1,0,1,789,,1982
David Taylor,Alex Higgins,1,0,1,789,,1982
Ray Reardon,Steve Davis,1,0,1,789,,1982
Doug Mountjoy,David Taylor,1,0,1,789,,1982
Doug Mountjoy,Alex Higgins,1,0,1,789,,1982
Alex Higgins,Cliff Thorburn,1,0,1,789,,1982
Steve Davis,Eddie Charlton,1,0,1,789,,1982
Steve Davis,Dennis Taylor,1,0,1,789,,1982
Eddie Charlton,Ray Reardon,1,0,1,789,,1982
Steve Davis,Cliff Thorburn,1,0,1,789,,1982
Eddie Charlton,Doug Mountjoy,1,0,1,789,,1982
Steve Davis,Eddie Charlton,2,0,3,789,,1982
Ian Williamson,John Hargreaves,9,4,17,734,,1983
Mike Watterson,Clive Everton,9,6,17,734,,1983
John Parrott,George Scott,9,7,17,734,,1983
Tommy Murphy,Bert Demarco,9,4,17,734,,1983
Paul Medati,Dennis Hughes,9,3,17,734,,1983
Vic Harris,Pat Houlihan,9,6,17,734,,1983
Bob Harris,Eddie McLaughlin,9,8,17,734,,1983
Doug French,Jackie Rea,9,5,17,734,,1983
Neal Foulds,Colin Roscoe,9,2,17,734,,1983
Geoff Foulds,Steve Duggan,9,8,17,734,,1983
Mike Darrington,Graham Cripsey,9,3,17,734,,1983
Roy Andrewartha,Bill Oliver,9,1,17,734,,1983
Rex Williams,Vic Harris,9,6,17,734,,1983
Mark Wildman,David Greaves,9,5,17,734,,1983
Mike Watterson,Fred Davis,9,6,17,734,,1983
John Parrott,Mick Fisher,9,0,17,734,,1983
Tommy Murphy,Jim Donnelly,9,4,17,734,,1983
Paul Medati,Ray Edmonds,9,7,17,734,,1983
Dave Martin,Doug French,9,3,17,734,,1983
Murdo Macleod,Bernard Bennett,9,0,17,734,,1983
Tony Jones,Eddie Sinclair,9,3,17,734,,1983
Joe Johnson,Matt Gibson,9,6,17,734,,1983
Bob Harris,Jack Fitzmaurice,9,3,17,734,,1983
Mike Hallett,Mike Darrington,9,1,17,734,,1983
Neal Foulds,Jim Meadowcroft,9,2,17,734,,1983
Geoff Foulds,Les Dodd,9,7,17,734,,1983
