player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id
Peter Lines,Anthony McGill,9,1304,1425,0.3207355606290957,0.42494645144421206,759,410,5521,2865,447,278,2943,1633,188,94,629,313,326,179,1107,622,1,5,1.0,0.16666666666666663,2264
Boonyarit Keattikun,Stephen Maguire,9,1086,1527,0.04836246111296838,0.24927176283647146,39,9,289,112,904,600,6626,3782,66,16,241,88,366,223,1206,688,0,5,1.0,0.0,2264
Adam Duffy,Kurt Maflin,9,1248,1331,0.3745902438395523,0.44831033065729997,321,163,2046,1044,506,292,3409,1839,112,41,640,329,206,108,771,406,1,5,1.0,0.16666666666666663,2264
Sanderson Lam,David Grace,9,1146,1293,0.2859675275580694,0.4091452475454058,130,52,792,355,303,138,2040,984,140,61,416,179,185,88,612,296,5,2,0.0,0.7142857142857143,2264
Mark King,Marc Davis,9,1417,1105,0.8826868496118285,0.6856801139382539,905,509,6668,3515,118,54,627,295,288,160,1015,567,16,8,166,84,5,1,0.0,0.8333333333333334,2264
Sean O'Sullivan,Ding Junhui,9,1164,1535,0.07978356869191361,0.28343218544228554,191,81,1202,555,693,465,5319,3041,152,61,517,239,263,148,1156,658,3,5,1.0,0.375,2264
Mitchell Mann,Mark Joyce,9,1242,1391,0.28337268306607777,0.4079370718351808,226,105,1437,690,443,237,3205,1641,154,70,544,242,269,146,741,395,4,5,1.0,0.4444444444444444,2264
Ashley Hugill,Anthony Hamilton,9,1205,1315,0.3359845376484875,0.4316800165217519,97,48,548,267,806,466,6245,3334,144,68,475,238,139,62,609,302,5,2,0.0,0.7142857142857143,2264
Michael Holt,Liam Highfield,9,1384,1397,0.4800136790302408,0.4918757150937391,791,460,5759,3070,326,176,2237,1181,237,129,1168,625,177,93,605,316,5,4,0.0,0.5555555555555556,2264
Andrew Higginson,Christopher Keogan,9,1351,1140,0.790733578545378,0.6288998381516232,691,412,4881,2676,133,52,754,343,178,92,715,380,100,32,360,166,5,1,0.0,0.8333333333333334,2264
Darryl Hill,John Higgins,9,1006,1623,0.011389113852347643,0.17617214219086097,59,16,398,153,1367,969,10976,6504,38,17,251,84,424,269,1532,930,0,5,1.0,0.0,2264
Luca Brecel,Andy Hicks,9,1500,1226,0.8523537524976791,0.6648537304059736,311,181,2179,1175,602,324,4881,2531,356,210,1048,599,67,39,310,159,3,5,1.0,0.375,2264
Li Hang,Fang Xiongman,9,1386,1169,0.7972134349638327,0.6323937895695628,241,125,1760,913,65,28,398,180,276,150,758,404,140,57,286,126,5,3,0.0,0.625,2264
John Astley,Xiao Guodong,9,1269,1454,0.23879254816430406,0.3863929221952217,178,84,1124,527,407,239,2754,1527,173,82,405,193,273,162,793,446,3,5,1.0,0.375,2264
Lee Walker,Martin Gould,9,1282,1449,0.26056696281087244,0.39711513267253384,442,241,3444,1772,634,385,4309,2367,172,81,567,268,309,172,978,552,2,5,1.0,0.2857142857142857,2264
David Gilbert,Kurt Dunham,9,1388,902,0.9657593543403356,0.7711824455558168,544,310,3984,2135,27,3,156,35,302,164,1134,629,82,15,156,35,5,1,0.0,0.8333333333333334,2264
Mike Dunn,Elliot Slessor,9,1267,1294,0.4585503751450084,0.4831314043086152,689,367,5068,2610,149,68,912,428,182,92,707,363,190,96,494,242,5,2,0.0,0.7142857142857143,2264
Jak Jones,Graeme Dott,9,1159,1433,0.14764624750232103,0.3351462695940264,158,61,1031,451,828,486,6383,3420,120,45,279,115,289,157,987,532,3,5,1.0,0.375,2264
Scott Donaldson,Chris Wakelin,9,1253,1320,0.3981395354693051,0.4582226307163632,201,96,1356,657,160,82,1089,549,134,60,527,241,197,102,661,332,5,2,0.0,0.7142857142857143,2264
Hammad Miah,Yu Delu,9,1240,1356,0.3276296057789573,0.42800386706848137,124,47,841,372,260,132,1834,933,156,71,539,254,194,107,594,296,0,5,1.0,0.0,2264
Paul Davison,Joe Swail,9,1232,1256,0.4631412289562355,0.4850044983805899,657,345,4606,2344,828,445,6467,3362,167,83,515,236,200,97,673,331,5,3,0.0,0.625,2264
Yan Bingtao,Mark Davis,9,1490,1432,0.5884340025894599,0.5361866202317946,100,62,715,404,1040,626,7378,4036,289,174,577,328,206,112,1151,648,0,5,1.0,0.0,2264
Rod Lawler,Jamie Cope,9,1258,1237,0.5322627512389815,0.5131219861822434,797,431,6079,3147,549,294,3720,1895,128,52,634,297,76,44,466,226,2,5,1.0,0.2857142857142857,2264
Rhys Clark,Peter Ebdon,9,1199,1363,0.2642979418284704,0.3989121211516302,111,47,698,319,1052,602,8287,4446,104,41,422,182,237,124,942,502,5,2,0.0,0.7142857142857143,2264
Wang Yuchen,Stuart Carrington,9,1072,1406,0.10201194266358193,0.3025888856041177,55,15,358,136,301,163,1960,1035,105,38,242,92,191,104,688,360,1,5,1.0,0.16666666666666663,2264
Ian Burns,Thor Chuan Leong,9,1258,1142,0.6723703942210427,0.5719961329315186,308,159,1953,994,69,19,468,185,140,60,555,258,111,44,440,182,5,1,0.0,0.8333333333333334,2264
Alfie Burden,Akani Songsermsawad,9,1285,1351,0.3996254479222332,0.4588433318497719,645,346,4695,2413,68,35,526,270,164,75,606,295,233,123,487,253,5,2,0.0,0.7142857142857143,2264
Jack Lisowski,Alex Borg,9,1380,1093,0.8633002845321214,0.6720562626502714,387,230,2552,1382,362,153,2592,1177,275,149,752,395,99,30,327,138,1,5,1.0,0.16666666666666663,2264
Stuart Bingham,James Wattana,9,1503,1189,0.8841448555450592,0.6867567266439019,1022,649,7475,4263,797,433,6715,3519,221,132,1425,826,115,46,425,175,5,4,0.0,0.5555555555555556,2264
Oliver Lines,Zhang Anda,9,1244,1313,0.39517238532458365,0.45698161927569014,179,92,1141,578,289,145,2021,1012,174,81,614,295,161,78,687,348,3,5,1.0,0.375,2264
Gareth Allen,Robin Hull,9,1136,1263,0.3125478541883953,0.421285137539866,159,73,922,439,512,304,3887,2124,44,21,330,144,128,55,531,269,5,4,0.0,0.5555555555555556,2264
Matthew Selt,Zhou Yuelong,9,1365,1384,0.4708038156707409,0.4881272322437472,527,289,3624,1900,153,86,1070,565,192,96,1045,562,232,127,776,417,1,5,1.0,0.16666666666666663,2264
Kurt Maflin,Ben Woollaston,9,1331,1422,0.36299114537134236,0.4433690400777467,506,292,3409,1839,558,321,3631,1944,206,108,771,406,280,157,1062,566,3,5,1.0,0.375,2264
Xiao Guodong,Kyren Wilson,9,1454,1454,0.5,0.5,407,239,2754,1527,406,250,2665,1468,273,162,793,446,341,187,1178,662,3,5,1.0,0.375,2264
Graeme Dott,Gary Wilson,9,1433,1381,0.5794210585254325,0.5324543063873188,828,486,6383,3420,380,221,2468,1343,289,157,987,532,229,123,708,374,3,5,1.0,0.375,2264
Zhang Anda,Mark Williams,9,1313,1575,0.15828524054951654,0.3418636849519818,289,145,2021,1012,1334,880,10108,5814,161,78,687,348,387,253,1486,894,1,5,1.0,0.16666666666666663,2264
Yu Delu,Michael White,9,1356,1396,0.43873188821925346,0.47502081252106,260,132,1834,933,451,261,3047,1625,194,107,594,296,270,148,1092,580,3,5,1.0,0.375,2264
Daniel Wells,Jamie Cope,9,1279,1237,0.5643041587484351,0.5262259093720687,329,160,2221,1098,549,294,3720,1895,171,83,594,296,76,44,466,226,5,3,0.0,0.625,2264
Ricky Walden,Niu Zhuang,9,1310,1077,0.8138682185826697,0.6416424532015634,787,477,5564,3072,41,14,244,95,252,131,1115,597,93,35,143,57,5,1,0.0,0.8333333333333334,2264
Joe Perry,Hossein Vafaei,9,1429,1335,0.6413253712613816,0.5584811124381615,999,594,7188,3892,82,45,639,323,252,143,1195,678,226,119,461,231,2,5,1.0,0.2857142857142857,2264
Judd Trump,Ashley Hugill,9,1583,1205,0.92395463233562,0.7201085268004915,835,564,5655,3339,97,48,548,267,296,185,1484,912,144,68,475,238,5,1,0.0,0.8333333333333334,2264
Alan McManus,Matthew Stevens,9,1371,1328,0.5658207017739435,0.5268491486891143,916,545,7668,4076,916,535,7093,3860,204,110,826,448,157,74,700,364,1,5,1.0,0.16666666666666663,2264
Eden Sharav,Ross Muir,9,1176,1207,0.4524383756663727,0.4806346917700681,123,58,762,358,136,49,933,414,142,58,439,183,142,60,518,229,5,0,0.0,1.0,2264
Alfie Burden,Mark Selby,9,1285,1617,0.10333677534147578,0.3036450701761658,645,346,4695,2413,1025,711,7507,4391,164,75,606,295,370,219,1639,1010,0,5,1.0,0.0,2264
Noppon Saengkham,Robert Milkins,9,1322,1358,0.4448151798612735,0.4775151752081999,193,87,1413,666,814,490,5946,3231,254,131,712,340,229,123,1024,541,5,3,0.0,0.625,2264
Anthony McGill,Tian Pengfei,9,1425,1336,0.6341209376700581,0.5553966483205892,447,278,2943,1633,356,200,2379,1271,326,179,1107,622,190,101,656,349,2,5,1.0,0.2857142857142857,2264
Ronnie O'Sullivan,Gareth Allen,9,1667,1136,0.976175116605284,0.7904268047931361,1182,904,10312,6305,159,73,922,439,378,245,1077,692,44,21,330,144,5,0,0.0,1.0,2264
Jimmy Robertson,Martin O'Donnell,9,1410,1287,0.6820041455026273,0.5762749224932654,445,244,3031,1583,290,141,1819,914,267,145,869,475,218,113,584,299,0,5,1.0,0.0,2264
Shaun Murphy,Allan Taylor,9,1516,1221,0.8697402180608809,0.6764489333484797,978,645,7240,4140,277,130,1661,813,375,215,1321,783,170,80,466,195,5,2,0.0,0.7142857142857143,2264
Rory McLeod,Liang Wenbo,9,1265,1456,0.2317732151881804,0.3828426373470278,554,302,4149,2149,568,346,3974,2202,221,103,682,330,241,135,1226,694,5,2,0.0,0.7142857142857143,2264
Fergal O'Brien,Stephen Maguire,9,1319,1527,0.2125538504111124,0.3728522336868044,857,489,6482,3415,904,600,6626,3782,211,99,876,450,366,223,1206,688,3,5,1.0,0.375,2264
Sanderson Lam,Mark King,9,1146,1417,0.150257703944063,0.3368195049006435,130,52,792,355,905,509,6668,3515,140,61,416,179,288,160,1015,567,5,4,0.0,0.5555555555555556,2264
Ding Junhui,Paul Davison,9,1535,1232,0.8759568702030395,0.6808107108156386,693,465,5319,3041,657,345,4606,2344,263,148,1156,658,167,83,515,236,5,0,0.0,1.0,2264
Fraser Patrick,Mark Joyce,9,1175,1391,0.20385771581524126,0.36818758226389836,189,78,1248,570,443,237,3205,1641,49,23,335,142,269,146,741,395,4,5,1.0,0.4444444444444444,2264
Jimmy White,Michael Holt,9,1198,1384,0.23761423559363193,0.3858003572231049,1412,787,12098,6351,791,460,5759,3070,130,51,413,177,237,129,1168,625,3,5,1.0,0.375,2264
David Gilbert,Andrew Higginson,9,1388,1351,0.556706984913218,0.5231085254890889,544,310,3984,2135,691,412,4881,2676,302,164,1134,629,178,92,715,380,3,5,1.0,0.375,2264
John Higgins,Ian Burns,9,1623,1258,0.9168974570366168,0.713511467542637,1367,969,10976,6504,308,159,1953,994,424,269,1532,930,140,60,555,258,5,1,0.0,0.8333333333333334,2264
Aditya Mehta,Li Hang,9,1226,1386,0.26931669805380076,0.401312339887548,275,133,1886,923,241,125,1760,913,143,61,428,191,276,150,758,404,4,5,1.0,0.4444444444444444,2264
Fan Zhengyi,Martin Gould,9,991,1449,0.04253689461742105,0.24140353812106508,8,1,51,18,634,385,4309,2367,13,3,33,12,309,172,978,552,1,5,1.0,0.16666666666666663,2264
Andy Hicks,Mike Dunn,9,1226,1267,0.4372133789195538,0.4743974116753822,602,324,4881,2531,689,367,5068,2610,67,39,310,159,182,92,707,363,3,5,1.0,0.375,2264
Mark Davis,Rhys Clark,9,1432,1199,0.8138682185826697,0.6416424532015634,1040,626,7378,4036,111,47,698,319,206,112,1151,648,104,41,422,182,5,4,0.0,0.5555555555555556,2264
Ali Carter,Stuart Carrington,9,1487,1406,0.6224907473842691,0.5504527113395278,870,527,6160,3403,301,163,1960,1035,183,103,1016,577,191,104,688,360,5,0,0.0,1.0,2264
Stuart Bingham,Scott Donaldson,9,1503,1253,0.8305589863516776,0.6513548646660542,1022,649,7475,4263,201,96,1356,657,221,132,1425,826,134,60,527,241,5,3,0.0,0.625,2264
Alex Borg,Niu Zhuang,9,1093,1077,0.5245929792443276,0.5099986668799654,362,153,2592,1177,41,14,244,95,99,30,327,138,93,35,143,57,4,5,1.0,0.4444444444444444,2264
Jimmy White,Li Yuan,9,1198,1144,0.5824304989902049,0.5336988354329009,1412,787,12098,6351,44,22,250,119,130,51,413,177,111,51,145,70,5,1,0.0,0.8333333333333334,2264
Luo Honghao,Li Hang,9,1052,1386,0.10201194266358193,0.3025888856041177,20,10,111,54,241,125,1760,913,13,3,36,13,276,150,758,404,1,5,1.0,0.16666666666666663,2264
Kyren Wilson,Sanderson Lam,9,1454,1146,0.8797299937321948,0.6835208937363156,406,250,2665,1468,130,52,792,355,341,187,1178,662,140,61,416,179,5,2,0.0,0.7142857142857143,2264
Michael Holt,Mark Williams,9,1384,1575,0.2317732151881805,0.38284263734702784,791,460,5759,3070,1334,880,10108,5814,237,129,1168,625,387,253,1486,894,2,5,1.0,0.2857142857142857,2264
Ali Carter,Michael White,9,1487,1396,0.6370088546286579,0.5566309599222534,870,527,6160,3403,451,261,3047,1625,183,103,1016,577,270,148,1092,580,3,5,1.0,0.375,2264
Matthew Stevens,Daniel Wells,9,1328,1279,0.5748977901659926,0.5305867601820811,916,535,7093,3860,329,160,2221,1098,157,74,700,364,171,83,594,296,2,5,1.0,0.2857142857142857,2264
Ben Woollaston,Hossein Vafaei,9,1422,1335,0.631225010626725,0.5541616527636486,558,321,3631,1944,82,45,639,323,280,157,1062,566,226,119,461,231,4,5,1.0,0.4444444444444444,2264
Eden Sharav,Judd Trump,9,1176,1583,0.06202706981793604,0.26551465620278014,123,58,762,358,835,564,5655,3339,142,58,439,183,296,185,1484,912,0,5,1.0,0.0,2264
Mark Selby,Martin O'Donnell,9,1617,1287,0.8953253211201412,0.6952966693475653,1025,711,7507,4391,290,141,1819,914,370,219,1639,1010,218,113,584,299,5,1,0.0,0.8333333333333334,2264
Tian Pengfei,Martin Gould,9,1336,1449,0.3317960811303977,0.4298409746181647,356,200,2379,1271,634,385,4309,2367,190,101,656,349,309,172,978,552,5,3,0.0,0.625,2264
Gary Wilson,Shaun Murphy,9,1381,1516,0.3017809683941789,0.41641688448272474,380,221,2468,1343,978,645,7240,4140,229,123,708,374,375,215,1321,783,1,5,1.0,0.16666666666666663,2264
Rory McLeod,Mike Dunn,9,1265,1267,0.4969238601681368,0.4987500026041602,554,302,4149,2149,689,367,5068,2610,221,103,682,330,182,92,707,363,5,3,0.0,0.625,2264
Stephen Maguire,Li Hang,9,1527,1386,0.7061774724656459,0.587223690839335,904,600,6626,3782,241,125,1760,913,366,223,1206,688,276,150,758,404,5,3,0.0,0.625,2264
Zhou Yuelong,Ding Junhui,9,1384,1535,0.2807897555025083,0.4067300078928128,153,86,1070,565,693,465,5319,3041,232,127,776,417,263,148,1156,658,0,5,1.0,0.0,2264
Mark Joyce,Ronnie O'Sullivan,9,1391,1667,0.1459231082220553,0.3340330732481797,443,237,3205,1641,1182,904,10312,6305,269,146,741,395,378,245,1077,692,5,4,0.0,0.5555555555555556,2264
Andrew Higginson,Ricky Walden,9,1351,1310,0.5627866210804462,0.5256025883246178,691,412,4881,2676,787,477,5564,3072,178,92,715,380,252,131,1115,597,5,4,0.0,0.5555555555555556,2264
Mark Davis,John Higgins,9,1432,1623,0.2317732151881805,0.38284263734702784,1040,626,7378,4036,1367,969,10976,6504,206,112,1151,648,424,269,1532,930,2,5,1.0,0.2857142857142857,2264
Stuart Bingham,Noppon Saengkham,9,1503,1322,0.7564607688598808,0.6112334666758695,1022,649,7475,4263,193,87,1413,666,221,132,1425,826,254,131,712,340,5,2,0.0,0.7142857142857143,2264
Stuart Bingham,Kyren Wilson,9,1503,1454,0.5748977901659926,0.5305867601820811,1022,649,7475,4263,406,250,2665,1468,221,132,1425,826,341,187,1178,662,2,5,1.0,0.2857142857142857,2264
John Higgins,Mark Williams,9,1623,1575,0.5733876953909138,0.5299640517645718,1367,969,10976,6504,1334,880,10108,5814,424,269,1532,930,387,253,1486,894,4,5,1.0,0.4444444444444444,2264
Hossein Vafaei,Rory McLeod,9,1335,1265,0.6063088096727929,0.5436386872370789,82,45,639,323,554,302,4149,2149,226,119,461,231,221,103,682,330,5,3,0.0,0.625,2264
Judd Trump,Tian Pengfei,9,1583,1336,0.8276890901240301,0.6496497492904088,835,564,5655,3339,356,200,2379,1271,296,185,1484,912,190,101,656,349,5,3,0.0,0.625,2264
Mark Selby,Andrew Higginson,9,1617,1351,0.8453183804092873,0.660382673079216,1025,711,7507,4391,691,412,4881,2676,370,219,1639,1010,178,92,715,380,5,4,0.0,0.5555555555555556,2264
Shaun Murphy,Michael White,9,1516,1396,0.6778907155437834,0.574442516811659,978,645,7240,4140,451,261,3047,1625,375,215,1321,783,270,148,1092,580,5,1,0.0,0.8333333333333334,2264
Stephen Maguire,Daniel Wells,9,1527,1279,0.828649321563008,0.6502185485738271,904,600,6626,3782,329,160,2221,1098,366,223,1206,688,171,83,594,296,5,1,0.0,0.8333333333333334,2264
Mark Joyce,Ding Junhui,9,1391,1535,0.2898819137871218,0.41095956594133487,443,237,3205,1641,693,465,5319,3041,269,146,741,395,263,148,1156,658,3,5,1.0,0.375,2264
Ding Junhui,Kyren Wilson,9,1535,1454,0.6224907473842691,0.5504527113395277,693,465,5319,3041,406,250,2665,1468,263,148,1156,658,341,187,1178,662,1,5,1.0,0.16666666666666663,2264
Shaun Murphy,Mark Williams,9,1516,1575,0.4100684546601525,0.46319171001101966,978,645,7240,4140,1334,880,10108,5814,375,215,1321,783,387,253,1486,894,1,5,1.0,0.16666666666666663,2264
Judd Trump,Hossein Vafaei,9,1583,1335,0.828649321563008,0.6502185485738271,835,564,5655,3339,82,45,639,323,296,185,1484,912,226,119,461,231,3,5,1.0,0.375,2264
Stephen Maguire,Mark Selby,9,1527,1617,0.3644340928307145,0.4439861094553801,904,600,6626,3782,1025,711,7507,4391,366,223,1206,688,370,219,1639,1010,1,5,1.0,0.16666666666666663,2264
Hossein Vafaei,Mark Williams,11,1335,1575,0.1561262641503558,0.3543436937742046,82,45,639,323,1334,880,10108,5814,226,119,461,231,387,253,1486,894,1,6,1.0,0.1428571428571429,2264
Kyren Wilson,Mark Selby,11,1454,1617,0.24542522626437668,0.3995117254730336,406,250,2665,1468,1025,711,7507,4391,341,187,1178,662,370,219,1639,1010,4,6,1.0,0.4,2264
Mark Williams,Mark Selby,19,1575,1617,0.40833921206576596,0.4737740906279313,1334,880,10108,5814,1025,711,7507,4391,387,253,1486,894,370,219,1639,1010,8,10,1.0,0.4444444444444444,2264
Judd Trump,Mark King,9,1590,1409,0.7564607688598808,0.6112334666758695,840,568,5687,3362,907,510,6683,3524,328,208,1516,935,303,169,1030,576,5,2,0.0,0.7142857142857143,2270
Mark Selby,Ryan Day,9,1642,1424,0.7982810462660692,0.6329747766804606,1032,718,7569,4432,866,525,6059,3340,432,260,1701,1051,297,158,1193,668,5,4,0.0,0.5555555555555556,2270
Neil Robertson,Barry Hawkins,9,1531,1447,0.6268664452075894,0.5523079095743253,852,560,6275,3588,872,535,6288,3480,317,193,1112,674,250,130,1127,620,5,0,0.0,1.0,2270
Ronnie O'Sullivan,Liang Wenbo,9,1650,1444,0.7852370226068368,0.6259778577666038,1185,906,10334,6319,570,347,3986,2209,400,259,1099,706,253,142,1238,701,5,1,0.0,0.8333333333333334,2270
Ding Junhui,John Higgins,9,1542,1636,0.3586746287386185,0.4415188875618386,698,469,5351,3062,1371,972,11003,6523,295,169,1188,679,451,288,1559,949,5,4,0.0,0.5555555555555556,2270
Stuart Bingham,Anthony Hamilton,9,1487,1299,0.7647323039706793,0.6153837563911821,1026,652,7506,4280,807,466,6252,3336,252,149,1456,843,146,64,616,304,1,5,1.0,0.16666666666666663,2270
Anthony McGill,Marco Fu,9,1422,1428,0.4907723494704803,0.49625007031091806,449,279,2956,1640,846,503,6306,3434,339,186,1120,629,279,147,1216,678,1,5,1.0,0.16666666666666663,2270
Shaun Murphy,Ali Carter,9,1533,1493,0.5612681117807463,0.52497918747894,983,649,7271,4161,872,528,6173,3411,406,236,1352,804,196,111,1029,585,4,5,1.0,0.4444444444444444,2270
Ronnie O'Sullivan,Judd Trump,9,1650,1590,0.5914277106765303,0.5374298453437496,1185,906,10334,6319,840,568,5687,3362,400,259,1099,706,328,208,1516,935,3,5,1.0,0.375,2270
Ding Junhui,Anthony Hamilton,9,1542,1299,0.823812175871814,0.647370307581549,698,469,5351,3062,807,466,6252,3336,295,169,1188,679,146,64,616,304,5,2,0.0,0.7142857142857143,2270
Marco Fu,Mark Selby,9,1428,1642,0.2060106201362305,0.3693514743489255,846,503,6306,3434,1032,718,7569,4432,279,147,1216,678,432,260,1701,1051,5,2,0.0,0.7142857142857143,2270
