player1,player2,best_of,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,match_result,win_percentage
Gong Chenzhi,Daniel Womersley,11,0.6069119338528444,0.5399148845555657,35,18,242,124,114,55,583,281,155,77,242,124,118,55,212,104,0.0,0.75
Iulian Boiko,Bulcsú Révész,11,0.4881585515169254,0.4956251116502266,113,42,636,275,30,14,202,98,159,73,402,198,151,75,202,98,0.0,0.6666666666666666
Yulu Bai,Farakh Ajaib,11,0.1715222363467367,0.3629692055196168,18,3,120,38,162,70,886,407,67,17,120,38,128,69,334,162,0.0,0.6
Artemijs Zizins,David Grace,11,0.2796637232395578,0.4145954308705349,21,11,118,60,493,228,3215,1556,118,60,118,60,150,72,526,250,0.0,0.6666666666666666
Xing Zihao,Mitchell Mann,11,0.5304232964200277,0.5112481019468548,41,17,256,117,387,174,2333,1096,156,73,256,117,98,45,303,132,0.0,0.6
Long Zehuang,Liam Graham,11,0.9340518464635542,0.7114629823302013,86,44,493,251,58,17,320,121,228,125,334,173,106,35,241,81,0.0,0.6666666666666666
Wang Yuchen,Mark Davis,11,0.2016980757177537,0.3787164048089321,107,41,672,291,1328,789,9114,4956,120,61,204,112,192,107,574,292,0.0,0.5454545454545454
Zhao Xintong,Jiang Jun,11,0.8087108492997335,0.6265629971237182,361,210,2309,1279,45,20,319,156,0,0,359,209,226,114,319,156,0.0,0.75
Daniel Wells,Haris Tahir,11,0.8810080120634379,0.668741821102192,535,268,3513,1761,24,13,148,70,192,96,590,325,123,58,148,70,0.0,0.6
Chris Totten,Tian Pengfei,11,0.2260629042974653,0.3905502163716748,107,38,614,248,575,315,3767,1982,140,70,228,117,180,91,547,272,0.0,0.5454545454545454
Oliver Sykes,Stuart Carrington,11,0.167320888158873,0.360660163246934,15,6,87,41,525,278,3316,1724,41,18,82,40,171,87,504,248,0.0,0.6666666666666666
Matthew Stevens,Manasawin Phetmalaikul,11,0.9390757834356044,0.7165678145577145,1142,657,8610,4662,63,18,357,138,186,93,653,344,101,30,212,78,0.0,0.6
Joe Perry,Hatem Yassen,11,0.9523045798957672,0.7315498244408544,1396,808,9574,5162,16,0,92,11,170,80,750,373,5,1,5,1,0.0,0.75
Florian Nüßle,Jordan Brown,11,0.4160612949329694,0.4687906266262437,78,36,415,213,349,178,2151,1070,52,27,199,117,197,90,815,408,0.0,0.75
Ross Muir,Jimmy White,11,0.6279039800050926,0.5479769376367963,298,118,1891,868,1584,848,13135,6774,151,66,486,226,127,50,426,172,0.0,0.6
Stan Moody,Duane Jones,11,0.5756563424097221,0.528095374408387,71,31,427,205,335,150,2001,971,202,106,391,190,147,70,439,207,0.0,0.6666666666666666
Oliver Lines,Dylan Emery,11,0.6625131348293405,0.5615610703361955,392,190,2356,1153,135,60,773,375,192,89,564,273,191,93,499,245,0.0,0.6666666666666666
David Lilley,Liam Davies,11,0.7438795181694131,0.5956807306078472,271,135,1611,807,54,25,320,148,208,102,567,275,123,57,294,138,0.0,0.75
Peifan Lei,Hammad Miah,11,0.7492586166277835,0.5980868603322034,134,67,811,395,297,118,1899,857,185,99,414,204,124,50,450,203,0.0,0.75
Julien Leclercq,Graeme Dott,11,0.2796637232395578,0.4145954308705349,81,35,455,210,1194,696,8550,4595,162,71,380,172,195,101,718,376,0.0,0.6
Sanderson Lam,Haydon Pinhey,11,0.5016918892440952,0.5006249996744794,283,112,1716,752,119,53,642,304,143,56,554,256,153,73,379,184,0.0,0.6666666666666666
Antoni Kowalski,Anthony Hamilton,11,0.3042545346088984,0.424946451444212,53,27,292,146,1058,598,7744,4074,135,66,168,86,154,76,527,256,0.0,0.6666666666666666
Liu Hongyu,Kreishh Gurbaxani,11,0.8834463881170871,0.6704011598088686,56,28,347,184,30,10,168,74,172,86,347,184,104,45,145,64,0.0,0.8571428571428571
Michael Holt,Ishpreet Singh Chadha,11,0.5135324497330043,0.5049998333399998,1021,574,7085,3734,57,32,342,179,110,50,373,188,199,98,342,179,0.0,0.5454545454545454
Aaron Hill,Cheung Ka Wai,11,0.7088895687139617,0.5805423048206596,134,61,789,378,37,21,215,121,168,80,583,296,109,51,215,121,0.0,0.5454545454545454
Louis Heathcote,Mohammed Shehab,11,0.691303602887055,0.5732197726798348,214,100,1250,612,81,32,614,291,221,113,569,278,66,28,66,28,0.0,1.0
Ma Hailong,Liam Pullen,11,0.7059926256230133,0.5793242521487495,50,19,319,147,57,25,345,159,184,92,319,147,130,57,303,137,0.0,0.6666666666666666
He Guoqiang,Robbie Mcguigan,11,0.8743227316892204,0.6642964428999887,78,43,494,255,75,26,359,152,221,116,411,223,82,32,223,95,0.0,0.8571428571428571
Marco Fu,Amir Sarkhosh,11,0.8305871461583106,0.6381861133090055,980,572,7304,3954,43,19,281,140,162,87,438,223,110,51,156,75,0.0,0.8571428571428571
Jamie Clarke,Mostafa Dorgham,11,0.839863860460572,0.6433651456944017,346,172,2075,1028,29,6,191,63,175,81,593,286,135,51,181,63,0.0,0.6
Thor Chuan Leong,Zak Surety,11,0.4012529710388584,0.4631917100110195,196,73,1223,544,264,121,1523,731,169,81,310,158,188,98,536,267,0.0,0.6
Ashley Carty,Iulian Boiko,11,0.6578692364081125,0.5597136492671929,290,135,1696,832,113,42,636,275,162,80,409,201,159,73,402,198,0.0,0.6
Ian Burns,Gong Chenzhi,11,0.6117877063659423,0.5417773692836367,508,247,3195,1582,35,18,242,124,150,68,490,226,155,77,242,124,0.0,1.0
Alfie Burden,Alexander Ursenbacher,11,0.3720960199949074,0.4520230623632036,818,423,5800,2939,293,133,1775,852,153,72,478,222,160,79,447,219,0.0,0.6
Yulu Bai,Jamie Jones,11,0.0741049026908089,0.2962957620002293,18,3,120,38,684,401,4476,2403,67,17,120,38,171,81,719,365,0.0,0.6
Fan Zhengyi,Florian Nüßle,11,0.7971239215103564,0.6206951913643555,200,89,1274,593,78,36,415,213,260,140,773,407,52,27,199,117,0.0,0.75
Zhou Yuelong,Marco Fu,11,0.5354808847061806,0.5131219861822433,515,303,3249,1748,980,572,7304,3954,198,94,941,495,162,87,438,223,0.0,0.6666666666666666
Wang Yuchen,Robbie Williams,11,0.2656828446942061,0.4085410215672199,107,41,672,291,570,305,3661,1879,120,61,204,112,218,109,638,340,0.0,0.6
Wu Yize,Ashley Carty,11,0.7789444994063182,0.6118273690017371,135,72,954,492,290,135,1696,832,308,169,740,396,162,80,409,201,0.0,0.75
Zhao Xintong,Noppon Saengkham,11,0.6150281018113474,0.5430183807243099,361,210,2309,1279,477,249,3255,1648,0,0,359,209,246,125,871,465,0.0,0.75
Ben Woollaston,Joe Perry,11,0.682332326039051,0.569546223939229,846,477,5344,2837,1396,808,9574,5162,215,116,636,331,170,80,750,373,0.0,0.5454545454545454
Ricky Walden,Antoni Kowalski,11,0.8075715200153646,0.6259778577666038,1180,696,7934,4335,53,27,292,146,315,160,993,522,135,66,168,86,0.0,0.75
Hossein Vafaei,Ma Hailong,11,0.7598272122029448,0.6028848673274662,345,208,2395,1277,50,19,319,147,251,140,918,522,184,92,319,147,0.0,0.6666666666666666
Matthew Stevens,Martin O'Donnell,11,0.5337956434399982,0.5124973964842103,1142,657,8610,4662,525,267,3256,1647,186,93,653,344,233,119,539,269,0.0,0.6666666666666666
Elliot Slessor,Long Zehuang,11,0.5987470289611413,0.5368082899889803,398,199,2438,1209,86,44,493,251,333,184,762,400,228,125,334,173,0.0,0.6666666666666666
Xu Si,Chris Totten,11,0.8368107961230543,0.6416424532015634,217,96,1406,654,107,38,614,248,257,131,617,307,140,70,228,117,0.0,0.5454545454545454
Matthew Selt,Aaron Hill,11,0.6671313753074833,0.5634067862621936,893,486,5755,2998,134,61,789,378,251,130,1002,513,168,80,583,296,0.0,0.75
Neil Robertson,Oliver Lines,11,0.8458526117374912,0.6467993925579857,1301,865,9516,5486,392,190,2356,1153,417,254,1131,655,192,89,564,273,0.0,0.5454545454545454
Jimmy Robertson,Daniel Wells,11,0.5033837467656391,0.5012499973958399,761,417,4951,2582,535,268,3513,1761,235,116,804,423,192,96,590,325,0.0,0.5454545454545454
Jackson Page,Jamie Clarke,11,0.7074428338834061,0.5799334001885058,218,112,1400,699,346,172,2075,1028,260,136,694,360,175,81,593,286,0.0,0.6
Stan Moody,Pang Junxu,11,0.2148901656374212,0.3852081305077805,71,31,427,205,198,111,1295,680,202,106,391,190,376,207,912,496,0.0,0.75
Robert Milkins,Ross Muir,11,0.5938261596175556,0.5349429451582145,1146,658,7945,4232,298,118,1891,868,203,86,986,490,151,66,486,226,0.0,0.6666666666666666
Stephen Maguire,Artemijs Zizins,11,0.8920712523878023,0.6764489333484797,1217,785,8875,4980,21,11,118,60,249,132,744,395,118,60,118,60,0.0,0.6666666666666666
Jack Lisowski,Thor Chuan Leong,11,0.8064278766835024,0.6253923497205511,818,499,5343,2927,196,73,1223,544,310,171,1115,616,169,81,310,158,0.0,0.6
David Lilley,Thepchaiya Un-Nooh,11,0.2005243513226896,0.3781283576925339,271,135,1611,807,579,338,3993,2135,208,102,567,275,222,123,740,407,0.0,0.6666666666666666
Peifan Lei,Tom Ford,11,0.5135324497330043,0.5049998333399998,134,67,811,395,955,542,6504,3461,185,99,414,204,261,123,994,517,0.0,0.5454545454545454
Julien Leclercq,Dominic Dale,11,0.3421307635918876,0.440286350732807,81,35,455,210,1124,624,7772,4084,162,71,380,172,203,99,564,278,0.0,0.75
Sanderson Lam,Yuan Sijun,11,0.1725834582523458,0.3635474597184336,283,112,1716,752,286,151,1826,948,143,56,554,256,241,132,728,412,0.0,0.5454545454545454
Jak Jones,Ian Burns,11,0.7675848172598367,0.6064704870683034,417,207,2746,1324,508,247,3195,1582,400,221,909,491,150,68,490,226,0.0,0.75
Liu Hongyu,Lyu Haotian,11,0.3641225903359488,0.448928730692658,56,28,347,184,354,181,2324,1162,172,86,347,184,237,117,791,425,0.0,0.6666666666666666
Michael Holt,Joe O'Connor,11,0.2629316030989644,0.4073334000459302,1021,574,7085,3734,315,156,1983,999,110,50,373,188,311,163,791,414,0.0,0.6666666666666666
Barry Hawkins,Alfie Burden,11,0.8768610374202797,0.6659669267518202,1365,853,9377,5251,818,423,5800,2939,356,193,1039,591,153,72,478,222,0.0,0.8571428571428571
He Guoqiang,Anthony McGill,11,0.4460320996560893,0.4800106598444182,78,43,494,255,767,456,5091,2762,221,116,411,223,148,71,700,376,0.0,0.5454545454545454
David Gilbert,Xing Zihao,11,0.8935866573668577,0.6775422953274692,967,569,6631,3593,41,17,256,117,335,191,901,498,156,73,256,117,0.0,0.5454545454545454
Ryan Day,Louis Heathcote,11,0.5872410251253013,0.5324543063873187,1327,783,8762,4763,214,100,1250,612,337,171,1043,542,221,113,569,278,0.0,0.6666666666666666
Stuart Bingham,Oliver Sykes,11,0.9510994786162322,0.7300743839811188,1523,961,10540,5969,15,6,87,41,358,191,1052,561,41,18,82,40,0.0,0.6666666666666666
Yulu Bai,Scott Donaldson,11,0.0465151723269442,0.2669798507611424,18,3,120,38,504,267,3228,1644,67,17,120,38,189,97,686,353,0.0,0.5454545454545454
Wu Yize,David Lilley,11,0.7751951749452795,0.610044672404527,135,72,954,492,271,135,1611,807,308,169,740,396,208,102,567,275,0.0,0.6666666666666666
Zhao Xintong,Ricky Walden,11,0.7016213434224691,0.5774953651858118,361,210,2309,1279,1180,696,7934,4335,0,0,359,209,315,160,993,522,0.0,0.75
Matthew Selt,Zhou Yuelong,11,0.53210977022266,0.5118727677562528,893,486,5755,2998,515,303,3249,1748,251,130,1002,513,198,94,941,495,0.0,0.6666666666666666
Neil Robertson,Matthew Stevens,11,0.8347536608980125,0.6404919537233386,1301,865,9516,5486,1142,657,8610,4662,417,254,1131,655,186,93,653,344,0.0,0.75
Jackson Page,Hossein Vafaei,11,0.4864675502669957,0.4950001666600003,218,112,1400,699,345,208,2395,1277,260,136,694,360,251,140,918,522,0.0,0.75
Robert Milkins,Xu Si,11,0.3720960199949074,0.4520230623632036,1146,658,7945,4232,217,96,1406,654,203,86,986,490,257,131,617,307,0.0,0.75
Stephen Maguire,Elliot Slessor,11,0.5202936020488736,0.5074994375506203,1217,785,8875,4980,398,199,2438,1209,249,132,744,395,333,184,762,400,0.0,0.5454545454545454
Jack Lisowski,Yulu Bai,11,0.9788750040269292,0.7742558331886429,818,499,5343,2927,18,3,120,38,310,171,1115,616,67,17,120,38,0.0,0.8571428571428571
Peifan Lei,Ben Woollaston,11,0.4359968861744063,0.4762678458734389,134,67,811,395,846,477,5344,2837,185,99,414,204,215,116,636,331,0.0,0.75
Jak Jones,Fan Zhengyi,11,0.550614462905557,0.5187412158785352,417,207,2746,1324,200,89,1274,593,400,221,909,491,260,140,773,407,0.0,0.6666666666666666
Michael Holt,Liu Hongyu,11,0.424343657590278,0.4719046255916129,1021,574,7085,3734,56,28,347,184,110,50,373,188,172,86,347,184,0.0,0.75
Barry Hawkins,Wang Yuchen,11,0.8950860052159663,0.6786337178522214,1365,853,9377,5251,107,41,672,291,356,193,1039,591,120,61,204,112,0.0,0.6666666666666666
He Guoqiang,Stan Moody,11,0.5673390032803908,0.52497918747894,78,43,494,255,71,31,427,205,221,116,411,223,202,106,391,190,0.0,0.5454545454545454
David Gilbert,Julien Leclercq,11,0.8810080120634379,0.668741821102192,967,569,6631,3593,81,35,455,210,335,191,901,498,162,71,380,172,0.0,0.8571428571428571
Ryan Day,Sanderson Lam,11,0.7637242856370643,0.6046790847140093,1327,783,8762,4763,283,112,1716,752,337,171,1043,542,143,56,554,256,0.0,0.75
Stuart Bingham,Jimmy Robertson,11,0.6547593621837766,0.5584811124381613,1523,961,10540,5969,761,417,4951,2582,358,191,1052,561,235,116,804,423,0.0,1.0
Wu Yize,Si Jiahui,11,0.4729513273017054,0.4900013331200346,135,72,954,492,208,119,1415,762,308,169,740,396,418,237,991,542,0.0,0.6
Kyren Wilson,Stephen Maguire,11,0.8132249556059346,0.6288998381516232,1078,690,6880,3894,1217,785,8875,4980,681,399,1573,923,249,132,744,395,0.0,1.0
Chris Wakelin,Matthew Selt,11,0.6853355319816946,0.5707716118944918,453,249,2911,1517,893,486,5755,2998,440,240,1012,554,251,130,1002,513,0.0,0.6
Judd Trump,Neil Robertson,11,0.6390499244261589,0.5523079095743253,1484,1069,10282,6221,1301,865,9516,5486,623,392,1844,1132,417,254,1131,655,0.0,0.6666666666666666
Shaun Murphy,Zhao Xintong,11,0.5690050896591121,0.5256025883246178,1385,909,9995,5677,361,210,2309,1279,363,203,1035,588,0,0,359,209,0.0,0.5454545454545454
Jack Lisowski,Mark Selby,11,0.3736977219803135,0.4526423818569107,818,499,5343,2927,1587,1083,11340,6598,310,171,1115,616,472,266,1402,796,0.0,0.6
Ding Junhui,Robert Milkins,11,0.8700081127630673,0.6615031592029524,1015,675,7814,4452,1146,658,7945,4232,334,186,1065,600,203,86,986,490,0.0,0.5454545454545454
Jak Jones,Luca Brecel,11,0.5388493461105202,0.5143710406970602,417,207,2746,1324,658,382,4410,2379,400,221,909,491,211,104,922,496,0.0,0.5454545454545454
Michael Holt,Gary Wilson,11,0.2588333778261005,0.4055240692517599,1021,574,7085,3734,751,432,4845,2601,110,50,373,188,421,220,1053,550,0.0,0.8571428571428571
John Higgins,He Guoqiang,11,0.8098458608857009,0.6271477663131956,1905,1342,14727,8678,78,43,494,255,548,308,1512,866,221,116,411,223,0.0,1.0
Barry Hawkins,Ronnie O'Sullivan,11,0.3865910655176525,0.4576020592256489,1365,853,9377,5251,1543,1176,13327,8129,356,193,1039,591,412,246,1238,744,0.0,0.6
David Gilbert,Xiao Guodong,11,0.3849718981886528,0.4569816192756902,967,569,6631,3593,782,456,4950,2720,335,191,901,498,399,225,1131,612,0.0,0.6
Ali Carter,Ryan Day,11,0.6279039800050926,0.5479769376367963,1346,829,9086,5016,1327,783,8762,4763,417,222,1274,706,337,171,1043,542,0.0,0.6
Stuart Bingham,Mark Williams,11,0.2561204818305868,0.4043192693921528,1523,961,10540,5969,1818,1194,13277,7628,358,191,1052,561,382,221,1164,682,0.0,0.5454545454545454
Zhang Anda,Peifan Lei,11,0.5954682100046357,0.5355648379838539,496,258,3483,1780,134,67,811,395,306,153,933,514,185,99,414,204,0.0,0.6666666666666666
Mark Allen,Jackson Page,11,0.6972194672758715,0.5756643510425494,1103,734,7817,4443,218,112,1400,699,480,268,1309,746,260,136,694,360,0.0,0.6
Kyren Wilson,Chris Wakelin,11,0.6747697440949106,0.5664790559676278,1078,690,6880,3894,453,249,2911,1517,681,399,1573,923,440,240,1012,554,0.0,0.75
Judd Trump,John Higgins,11,0.6808260033162458,0.5689332093695465,1484,1069,10282,6221,1905,1342,14727,8678,623,392,1844,1132,548,308,1512,866,0.0,0.5454545454545454
Shaun Murphy,Ding Junhui,11,0.4376666286326199,0.4768914745109111,1385,909,9995,5677,1015,675,7814,4452,363,203,1035,588,334,186,1065,600,0.0,0.5454545454545454
Jack Lisowski,Ali Carter,11,0.5236720238796282,0.5087491068802403,818,499,5343,2927,1346,829,9086,5016,310,171,1115,616,417,222,1274,706,0.0,0.6
Michael Holt,Jak Jones,11,0.2427909955267169,0.3983128198171432,1021,574,7085,3734,417,207,2746,1324,110,50,373,188,400,221,909,491,0.0,0.5454545454545454
Barry Hawkins,David Gilbert,11,0.5489363138849731,0.5181170650431814,1365,853,9377,5251,967,569,6631,3593,356,193,1039,591,335,191,901,498,0.0,0.5454545454545454
Zhang Anda,Stuart Bingham,11,0.4410095569399367,0.4781389460283984,496,258,3483,1780,1523,961,10540,5969,306,153,933,514,358,191,1052,561,0.0,0.5454545454545454
Mark Allen,Wu Yize,11,0.6311004465824185,0.5492151291013335,1103,734,7817,4443,135,72,954,492,480,268,1309,746,308,169,740,396,0.0,0.6
Kyren Wilson,Michael Holt,11,0.9340518464635542,0.7114629823302013,1078,690,6880,3894,1021,574,7085,3734,681,399,1573,923,110,50,373,188,0.0,0.6666666666666666
Judd Trump,Zhang Anda,11,0.839863860460572,0.6433651456944017,1484,1069,10282,6221,496,258,3483,1780,623,392,1844,1132,306,153,933,514,0.0,0.75
Barry Hawkins,Shaun Murphy,11,0.4746394143186712,0.4906260984783392,1365,853,9377,5251,1385,909,9995,5677,356,193,1039,591,363,203,1035,588,0.0,0.75
Mark Allen,Jack Lisowski,11,0.6166451808732252,0.5436386872370789,1103,734,7817,4443,818,499,5343,2927,480,268,1309,746,310,171,1115,616,0.0,0.6666666666666666
Judd Trump,Kyren Wilson,11,0.5489363138849731,0.5181170650431814,1484,1069,10282,6221,1078,690,6880,3894,623,392,1844,1132,681,399,1573,923,0.0,0.75
Barry Hawkins,Mark Allen,11,0.4645191152938194,0.4868780138177567,1365,853,9377,5251,1103,734,7817,4443,356,193,1039,591,480,268,1309,746,0.0,0.5454545454545454
Judd Trump,Barry Hawkins,19,0.8001493313174697,0.5944759307482401,1484,1069,10282,6221,1365,853,9377,5251,623,392,1844,1132,356,193,1039,591,0.0,0.5555555555555556
Artemijs Zizins,Anton Kazakov,1,0.6271477663131956,0.6271477663131956,24,13,143,75,54,10,313,102,143,75,143,75,117,43,291,93,0.0,1.0
Fan Zhengyi,Wang Yuchen,1,0.5974857658270161,0.5974857658270161,202,90,1291,602,111,44,710,312,277,149,790,416,158,82,242,133,0.0,1.0
Long Zehuang,Daniel Womersley,1,0.6341355910108007,0.6341355910108007,88,45,511,260,115,55,591,283,246,134,352,182,126,57,220,106,0.0,1.0
Zhou Yuelong,Andrew Pagett,1,0.6433651456944017,0.6433651456944017,517,304,3267,1757,357,154,2286,1068,216,103,959,504,180,78,453,183,0.0,1.0
Wu Yize,Daniel Boyes,1,0.75722034035404,0.75722034035404,139,75,991,514,0,0,0,0,345,191,777,418,0,0,0,0,0.0,1.0
Gary Wilson,Reanne Evans,1,0.7828750312283104,0.7828750312283104,752,432,4852,2602,221,61,1242,464,428,221,1060,551,86,17,291,77,0.0,1.0
Robbie Williams,Michael Holt,1,0.4918757150937391,0.4918757150937391,571,305,3671,1883,1028,580,7149,3773,228,113,648,344,174,89,437,227,0.0,1.0
Hossein Vafaei,Julien Leclercq,1,0.6130141761393355,0.6130141761393355,347,209,2412,1285,84,37,480,223,268,148,935,530,187,84,405,185,0.0,1.0
Thepchaiya Un-Nooh,Jimmy White,1,0.669295402777446,0.669295402777446,580,338,4002,2138,1586,849,13153,6784,231,126,749,410,145,60,444,182,0.0,1.0
Lewis Ullah,Steven Wardropper,1,0.51499550161941,0.51499550161941,34,14,196,88,3,1,16,5,58,28,143,71,16,5,16,5,0.0,1.0
Allan Taylor,Oliver Lines,1,0.4109595659413348,0.4109595659413348,458,209,2703,1294,394,191,2376,1164,191,97,481,217,212,100,584,284,0.0,1.0
Zak Surety,Pang Junxu,1,0.3995117254730337,0.3995117254730337,266,122,1543,741,199,111,1303,682,208,108,556,277,384,209,920,498,0.0,1.0
Matthew Stevens,Yuan Sijun,1,0.4594641607262107,0.4594641607262107,1145,659,8637,4676,287,151,1837,953,213,107,680,358,252,137,739,417,0.0,1.0
Elliot Slessor,Mostafa Dorgham,1,0.7114629823302013,0.7114629823302013,400,200,2458,1220,31,7,211,73,353,195,782,411,155,61,201,73,0.0,1.0
Ishpreet Singh Chadha,Amir Sarkhosh,1,0.5713839816769324,0.5713839816769324,58,32,353,184,45,20,295,147,210,103,353,184,124,58,170,82,0.0,1.0
Xu Si,Alexander Ursenbacher,1,0.5224848247918001,0.5224848247918001,219,97,1425,662,295,134,1792,862,276,139,636,315,177,89,464,229,0.0,1.0
Mark Selby,Siripaporn Nuanthakhamjan,1,0.8435654789402574,0.8435654789402574,1588,1083,11350,6602,26,0,151,27,482,270,1412,800,83,12,151,27,0.0,1.0
Noppon Saengkham,Liu Hongyu,1,0.5473576181430894,0.5473576181430894,478,249,3263,1650,59,30,371,198,254,127,879,467,196,100,371,198,0.0,1.0
Neil Robertson,Simon Blackwell,1,0.7305667649586345,0.7305667649586345,1304,867,9544,5501,73,36,387,199,445,269,1159,670,154,79,181,91,0.0,1.0
Bulcsú Révész,Farakh Ajaib,1,0.4968750406894683,0.4968750406894683,31,14,211,101,163,70,896,411,160,78,211,101,138,73,344,166,0.0,1.0
Liam Pullen,Jimmy Robertson,1,0.3618138866909944,0.3618138866909944,59,26,363,168,763,418,4968,2588,148,66,321,146,252,122,821,429,0.0,1.0
Riley Powell,Stan Moody,1,0.2921427285755186,0.2921427285755186,13,5,60,21,74,33,455,222,35,14,60,21,230,123,419,207,0.0,1.0
Haydon Pinhey,Mitchell Mann,1,0.5106234010049637,0.5106234010049637,120,53,651,307,389,175,2352,1106,162,76,388,187,117,55,322,142,0.0,1.0
Jackson Page,Manasawin Phetmalaikul,1,0.7426905453026857,0.7426905453026857,221,114,1428,715,65,19,377,148,288,152,722,376,121,40,232,88,0.0,1.0
Martin O'Donnell,Sion Stuart,1,0.6802671966986485,0.6802671966986485,526,267,3265,1650,0,0,0,0,242,122,548,272,0,0,0,0,0.0,1.0
Joe O'Connor,Sanderson Lam,1,0.6153837563911821,0.6153837563911821,316,156,1992,1002,286,114,1744,766,320,166,800,417,171,70,582,270,0.0,1.0
Florian Nüßle,Dean Young,1,0.5547792351072148,0.5547792351072148,81,38,438,227,118,45,634,268,75,41,222,131,148,62,419,173,0.0,1.0
Shaun Murphy,Sean O'Sullivan,1,0.7276039892428419,0.7276039892428419,1388,911,10025,5691,289,109,1809,800,393,217,1065,602,75,38,309,128,0.0,1.0
Robert Milkins,Joe Shannon,1,0.6883678768310286,0.6883678768310286,1149,660,7973,4249,0,0,0,0,231,103,1014,507,0,0,0,0,0.0,1.0
Anthony McGill,Sophie Nix,1,0.7094058152553435,0.7094058152553435,768,456,5102,2767,0,0,0,0,159,76,711,381,0,0,0,0,0.0,1.0
David Lilley,Haris Tahir,1,0.6159753019181258,0.6159753019181258,274,137,1637,822,26,14,167,80,234,117,593,290,142,68,167,80,0.0,1.0
Antoni Kowalski,Jiang Jun,1,0.440902528097607,0.440902528097607,56,29,319,160,46,20,327,158,162,80,195,100,234,116,327,158,0.0,1.0
Mark Joyce,Joshua Thomond,1,0.6370307944803831,0.6370307944803831,645,329,4458,2237,82,34,440,206,151,76,475,233,104,41,191,88,0.0,1.0
Duane Jones,Chris Totten,1,0.5467381519846138,0.5467381519846138,337,151,2019,980,110,40,644,265,165,79,457,216,170,87,258,134,0.0,1.0
Jak Jones,Joshua Cooper,1,0.7426905453026857,0.7426905453026857,421,210,2785,1347,72,29,377,171,439,244,948,514,73,32,124,54,0.0,1.0
Jamie Jones,Thor Chuan Leong,1,0.513746534902355,0.513746534902355,685,401,4486,2407,198,74,1243,554,181,85,729,369,189,91,330,168,0.0,1.0
Si Jiahui,Jordan Brown,1,0.6318124177361016,0.6318124177361016,209,119,1425,766,350,178,2159,1072,428,241,1001,546,205,92,823,410,0.0,1.0
Huang Jiahao,Hammad Miah,1,0.3947234662251555,0.3947234662251555,38,12,217,89,298,118,1907,859,78,25,114,49,132,52,458,205,0.0,1.0
Aaron Hill,Joel Connolly Jnr,1,0.6899744811276125,0.6899744811276125,136,62,808,386,10,2,51,15,187,88,602,304,26,11,51,15,0.0,1.0
Andrew Higginson,Cheung Ka Wai,1,0.530586760182081,0.530586760182081,890,507,6176,3332,39,22,233,132,162,72,506,261,127,62,233,132,0.0,1.0
Louis Heathcote,Ahmed Aly Elsayed,1,0.759510916949111,0.759510916949111,216,101,1265,621,27,0,142,25,236,122,584,287,95,20,142,25,0.0,1.0
Lyu Haotian,Tian Pengfei,1,0.551071269307342,0.551071269307342,355,181,2333,1165,576,315,3778,1987,246,120,800,428,191,96,558,277,0.0,1.0
Ma Hailong,Ian Burns,1,0.4843800842769844,0.4843800842769844,52,20,337,156,510,248,3209,1590,202,101,337,156,164,76,504,234,0.0,1.0
Kreishh Gurbaxani,Peifan Lei,1,0.289050497374996,0.289050497374996,32,11,185,81,139,71,853,422,121,52,162,71,227,126,456,231,0.0,1.0
He Guoqiang,Stuart Bingham,1,0.4139887955611293,0.4139887955611293,82,46,529,273,1527,964,10577,5992,256,134,446,241,395,214,1089,584,0.0,1.0
Xiao Guodong,Anthony Hamilton,1,0.669295402777446,0.669295402777446,783,456,4960,2724,1059,598,7753,4077,409,229,1141,616,163,79,536,259,0.0,1.0
Gerard Greene,Robbie Mcguigan,1,0.5621765008857981,0.5621765008857981,838,427,5998,3061,77,27,375,159,48,27,217,90,98,39,239,102,0.0,1.0
Liam Graham,Mink Nutcharut,1,0.5461185410457796,0.5461185410457796,60,18,335,130,52,5,298,86,121,44,256,90,104,28,297,86,0.0,1.0
Vladislav Gradinari,Daniel Wells,1,0.3148589432497071,0.3148589432497071,15,8,74,38,537,269,3534,1772,46,21,74,38,213,107,611,336,0.0,1.0
David Gilbert,David Grace,1,0.6467993925579857,0.6467993925579857,971,572,6670,3616,494,228,3224,1559,374,214,940,521,159,75,535,253,0.0,1.0
Tom Ford,Xing Zihao,1,0.596884378259767,0.596884378259767,956,542,6515,3466,43,18,277,128,272,128,1005,522,177,84,277,128,0.0,1.0
Dylan Emery,Stuart Carrington,1,0.4843800842769844,0.4843800842769844,137,61,790,384,526,278,3325,1727,208,102,516,254,180,90,513,251,0.0,1.0
Graeme Dott,Ben Mertens,1,0.5405358392737893,0.5405358392737893,1195,696,8560,4599,113,52,686,342,205,105,728,380,180,87,515,260,0.0,1.0
Paul Deaville,Jonas Luz,1,0.5658650028954817,0.5658650028954817,35,17,179,86,5,1,28,7,118,58,147,73,28,7,28,7,0.0,1.0
