,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year,tournament_start_date
9140,Judd Trump,Wu Yize,4,1,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9141,Xu Si,Thepchaiya Un-Nooh,4,2,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9142,Mark Selby,Zhang Anda,4,3,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9143,Noppon Saengkham,Fan Zhengyi,4,3,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9144,Haydon Pinhey,Elliot Slessor,4,1,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9145,Tian Pengfei,Chris Wakelin,4,3,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9146,Jackson Page,Mark Williams,4,3,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9147,Oliver Lines,Neil Robertson,4,3,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9148,Lukas Kleckers,Allan Taylor,4,0,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9149,Pang Junxu,Ben Mertens,4,0,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9150,Jamie Jones,Hammad Miah,4,3,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9151,Si Jiahui,Jack Lisowski,4,2,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9152,John Higgins,Mark Joyce,4,1,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9153,Lyu Haotian,Joe O'Connor,4,1,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9154,Anthony Hamilton,Matthew Selt,4,3,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9155,Martin Gould,Anthony McGill,4,1,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9156,David Gilbert,Jak Jones,4,2,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9157,Scott Donaldson,Barry Hawkins,4,0,7,Last 64,2023-03-19,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9158,Jamie Clarke,Andrew Pagett,4,2,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9159,Ali Carter,Mohammed Asif,4,0,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9160,James Cahill,Shaun Murphy,4,3,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9161,Stuart Bingham,Matthew Stevens,4,2,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9162,Mark Allen,Mark Davis,4,3,7,Last 64,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9163,Kyren Wilson,Tian Pengfei,4,0,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9164,Gary Wilson,Cao Yupeng,4,3,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9165,Robbie Williams,David Gilbert,4,2,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9166,Jimmy White,Judd Trump,4,2,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9167,Mark Selby,Daniel Wells,4,1,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9168,Noppon Saengkham,Mark Allen,4,1,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9169,Jackson Page,Zhou Yuelong,4,2,7,Last 32,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9170,Oliver Lines,Lyu Haotian,4,3,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9171,Lukas Kleckers,Haydon Pinhey,4,2,7,Last 32,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9172,Pang Junxu,Si Jiahui,4,0,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9173,John Higgins,Jamie Clarke,4,0,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9174,David Grace,Jamie Jones,4,2,7,Last 32,2023-03-20,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9175,Scott Donaldson,Hossein Vafaei,4,2,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9176,Ali Carter,Xu Si,4,2,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9177,James Cahill,Anthony Hamilton,4,2,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9178,Stuart Bingham,Martin Gould,4,1,7,Last 32,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9179,Gary Wilson,David Grace,4,1,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9180,Mark Selby,Robbie Williams,4,3,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9181,Oliver Lines,Scott Donaldson,4,1,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9182,Lukas Kleckers,Jackson Page,4,0,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9183,Pang Junxu,Jimmy White,4,1,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9184,John Higgins,Kyren Wilson,4,2,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9185,Ali Carter,James Cahill,4,3,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9186,Stuart Bingham,Noppon Saengkham,4,2,7,Last 16,2023-03-21,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9187,Gary Wilson,Lukas Kleckers,4,1,7,Quarter-final,2023-03-22,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9188,Mark Selby,John Higgins,4,2,7,Quarter-final,2023-03-22,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9189,Pang Junxu,Oliver Lines,4,3,7,Quarter-final,2023-03-22,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9190,Ali Carter,Stuart Bingham,4,2,7,Quarter-final,2023-03-22,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9191,Mark Selby,Ali Carter,5,0,9,Semi-final,2023-03-22,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9192,Pang Junxu,Gary Wilson,5,4,9,Semi-final,2023-03-22,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9193,Mark Selby,Pang Junxu,6,2,11,Final,2023-03-22,2023 WST Classic,5548,2023,2023-03-16 00:00:00
9194,Kyren Wilson,Ali Carter,10,4,19,Quarter-final,2023-03-28,2023 Tour Championship,5549,2023,2023-03-27 00:00:00
9195,Mark Selby,Ryan Day,10,7,19,Quarter-final,2023-03-30,2023 Tour Championship,5549,2023,2023-03-27 00:00:00
9196,Shaun Murphy,Robert Milkins,10,8,19,Quarter-final,2023-03-29,2023 Tour Championship,5549,2023,2023-03-27 00:00:00
9197,Ding Junhui,Mark Allen,10,5,19,Quarter-final,2023-03-27,2023 Tour Championship,5549,2023,2023-03-27 00:00:00
9198,Kyren Wilson,Ding Junhui,10,5,19,Semi-final,2023-03-31,2023 Tour Championship,5549,2023,2023-03-27 00:00:00
9199,Shaun Murphy,Mark Selby,10,9,19,Semi-final,2023-04-01,2023 Tour Championship,5549,2023,2023-03-27 00:00:00
9200,Shaun Murphy,Kyren Wilson,10,7,19,Final,2023-04-02,2023 Tour Championship,5549,2023,2023-03-27 00:00:00
9201,Daniel Wells,Himanshu Jain,10,2,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9202,Allan Taylor,Filips Kalniņš,10,0,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9203,Zak Surety,Farakh Ajaib,10,6,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9204,Dechawat Poomjaeng,Mink Nutcharut,10,7,19,Last 144,2023-04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9205,Haydon Pinhey,Dean Young,10,5,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9206,Barry Pinches,Ross Bulman,10,6,19,Last 144,2023-04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9207,Andrew Pagett,Gao Yang,10,9,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9208,Sean O'Sullivan,Liam Graham,10,9,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9209,Jamie O'Neill,Bulcsú Révész,10,5,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9210,Martin O'Donnell,Marco Fu,10,5,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9211,Florian Nüßle,Michael Judge,10,2,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9212,Ross Muir,Oliver Brown,10,5,19,Last 144,2023-04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9213,Stan Moody,Andres Petrov,10,7,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9214,Ben Mertens,Victor Sarkis,10,3,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9215,Ian Martin,Ryan Thomerson,10,8,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9216,David Lilley,Rory McLeod,10,7,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9217,Sanderson Lam,Liam Pullen,10,7,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9218,Anton Kazakov,Mohamed Ibrahim,10,6,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9219,Asjad Iqbal,Jenson Kendrick,10,3,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9220,Ashley Hugill,George Pragnell (II),10,8,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9221,Michael Holt,Ng On Yee,10,8,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9222,Aaron Hill,Siripaporn Nuanthakhamjan,10,3,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9223,Andrew Higginson,Andy Lee,10,3,19,Last 144,2023-04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9224,Michael Georgiou,Yisong Peng,10,4,19,Last 144,2023-04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9225,Dylan Emery,Ma Hailong,10,4,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9226,Adam Duffy,Billy Joe Castle,10,8,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9227,Ken Doherty,Reanne Evans,10,5,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9228,Liam Davies,Fergal O'Brien,10,8,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9229,James Cahill,Stephen Hendry,10,4,19,Last 144,2023-04-05,2023 World Championship,5550,2023,2023-04-03 00:00:00
9230,Alfie Burden,Rebecca Kenna,10,3,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9231,Iulian Boiko,Mohammed Asif,10,2,19,Last 144,2023-04-03 - 04-04,2023 World Championship,5550,2023,2023-04-03 00:00:00
9232,John Astley,Steven Hallworth,10,9,19,Last 144,2023-04-03,2023 World Championship,5550,2023,2023-04-03 00:00:00
9233,Wu Yize,Allan Taylor,10,7,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9234,Ben Woollaston,Daniel Wells,10,6,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9235,Matthew Stevens,Dechawat Poomjaeng,10,8,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9236,Elliot Slessor,Ian Martin,10,3,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9237,Xu Si,Zak Surety,10,4,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9238,Barry Pinches,Fraser Patrick,10,6,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9239,Andrew Pagett,Duane Jones,10,7,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9240,Jackson Page,Ross Muir,10,2,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9241,Martin O'Donnell,Jimmy White,10,4,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9242,Ben Mertens,Julien Leclercq,10,6,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9243,Oliver Lines,Michael Holt,10,9,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9244,Peter Lines,Haydon Pinhey,10,6,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9245,David Lilley,Gerard Greene,10,9,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9246,Sanderson Lam,Mitchell Mann,10,5,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9247,Mark Joyce,Anton Kazakov,10,3,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9248,Jak Jones,Adam Duffy,10,6,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9249,Si Jiahui,Florian Nüßle,10,7,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9250,Ashley Hugill,Lukas Kleckers,10,8,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9251,Aaron Hill,Michael White,10,3,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9252,Andrew Higginson,Louis Heathcote,10,7,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9253,Andy Hicks,Jamie O'Neill,10,7,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9254,David Grace,Sean O'Sullivan,10,8,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9255,Scott Donaldson,Liam Davies,10,1,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9256,Ken Doherty,Hammad Miah,10,6,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9257,Mark Davis,Michael Georgiou,10,8,19,Last 112,2023-04-07,2023 World Championship,5550,2023,2023-04-03 00:00:00
9258,Dominic Dale,Asjad Iqbal,10,6,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9259,James Cahill,Peifan Lei,10,6,19,Last 112,2023-04-07 - 04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9260,Ian Burns,Dylan Emery,10,9,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9261,Alfie Burden,Alexander Ursenbacher,10,7,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9262,Iulian Boiko,Stuart Carrington,10,5,19,Last 112,2023-04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9263,John Astley,Craig Steadman,10,8,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9264,Zhang Anda,Stan Moody,10,3,19,Last 112,2023-04-05 - 04-06,2023 World Championship,5550,2023,2023-04-03 00:00:00
9265,Fan Zhengyi,Iulian Boiko,10,8,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9266,Cao Yupeng,Ben Woollaston,10,6,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9267,Zhou Yuelong,James Cahill,10,4,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9268,Wu Yize,Tian Pengfei,10,2,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9269,Ricky Walden,Ian Burns,10,6,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9270,Chris Wakelin,Aaron Hill,10,2,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9271,Hossein Vafaei,Andrew Pagett,10,4,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9272,Thepchaiya Un-Nooh,Mark Joyce,10,5,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9273,Matthew Stevens,Jamie Clarke,10,3,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9274,Elliot Slessor,Liam Highfield,10,9,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9275,Xu Si,Jamie Jones,10,7,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9276,Matthew Selt,Peter Lines,10,7,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9277,Noppon Saengkham,Martin O'Donnell,10,6,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9278,Jimmy Robertson,Ben Mertens,10,6,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9279,Joe Perry,Sanderson Lam,10,8,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9280,Jackson Page,Martin Gould,10,6,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9281,Anthony McGill,John Astley,10,9,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9282,Stephen Maguire,Alfie Burden,10,4,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9283,Pang Junxu,Ken Doherty,10,6,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9284,Jak Jones,Robbie Williams,10,9,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9285,Si Jiahui,Tom Ford,10,5,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9286,Andrew Higginson,Joe O'Connor,10,8,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9287,Barry Hawkins,David Lilley,10,4,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9288,Anthony Hamilton,Oliver Lines,10,9,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9289,David Grace,Sam Craigie,10,8,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9290,David Gilbert,Barry Pinches,10,3,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9291,Graeme Dott,Andy Hicks,10,6,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9292,Scott Donaldson,Yuan Sijun,10,7,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9293,Ryan Day,Ashley Hugill,10,8,19,Last 80,2023-04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9294,Mark Davis,Lyu Haotian,10,8,19,Last 80,2023-04-09 - 04-10,2023 World Championship,5550,2023,2023-04-03 00:00:00
9295,Jordan Brown,Dominic Dale,10,7,19,Last 80,2023-04-09,2023 World Championship,5550,2023,2023-04-03 00:00:00
9296,Zhang Anda,Xiao Guodong,10,5,19,Last 80,2023-04-08,2023 World Championship,5550,2023,2023-04-03 00:00:00
9297,Fan Zhengyi,Stephen Maguire,10,6,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9298,Wu Yize,Chris Wakelin,10,8,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9299,Ricky Walden,Thepchaiya Un-Nooh,10,9,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9300,Hossein Vafaei,Jackson Page,10,6,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9301,Elliot Slessor,Zhou Yuelong,10,5,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9302,Matthew Selt,Graeme Dott,10,6,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9303,Noppon Saengkham,Zhang Anda,10,9,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9304,Jimmy Robertson,Anthony Hamilton,10,2,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9305,Joe Perry,Mark Davis,10,9,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9306,Anthony McGill,Cao Yupeng,10,6,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9307,Pang Junxu,Xu Si,10,5,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9308,Jak Jones,Barry Hawkins,10,8,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9309,Si Jiahui,Jordan Brown,10,7,19,Last 48,2023-04-11,2023 World Championship,5550,2023,2023-04-03 00:00:00
9310,David Grace,Andrew Higginson,10,5,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9311,David Gilbert,Matthew Stevens,10,7,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9312,Ryan Day,Scott Donaldson,10,0,19,Last 48,2023-04-12,2023 World Championship,5550,2023,2023-04-03 00:00:00
9313,Kyren Wilson,Ryan Day,10,5,19,Last 32,2023-04-19,2023 World Championship,5550,2023,2023-04-03 00:00:00
9314,Gary Wilson,Elliot Slessor,10,8,19,Last 32,2023-04-18,2023 World Championship,5550,2023,2023-04-03 00:00:00
9315,Mark Williams,Jimmy Robertson,10,5,19,Last 32,2023-04-17,2023 World Championship,5550,2023,2023-04-03 00:00:00
9316,Hossein Vafaei,Ding Junhui,10,6,19,Last 32,2023-04-17,2023 World Championship,5550,2023,2023-04-03 00:00:00
9317,Mark Selby,Matthew Selt,10,8,19,Last 32,2023-04-20,2023 World Championship,5550,2023,2023-04-03 00:00:00
9318,Neil Robertson,Wu Yize,10,3,19,Last 32,2023-04-16,2023 World Championship,5550,2023,2023-04-03 00:00:00
9319,Ronnie O'Sullivan,Pang Junxu,10,7,19,Last 32,2023-04-15,2023 World Championship,5550,2023,2023-04-03 00:00:00
9320,Robert Milkins,Joe Perry,10,9,19,Last 32,2023-04-20,2023 World Championship,5550,2023,2023-04-03 00:00:00
9321,Anthony McGill,Judd Trump,10,6,19,Last 32,2023-04-19,2023 World Championship,5550,2023,2023-04-03 00:00:00
9322,Jack Lisowski,Noppon Saengkham,10,7,19,Last 32,2023-04-19,2023 World Championship,5550,2023,2023-04-03 00:00:00
9323,Jak Jones,Ali Carter,10,6,19,Last 32,2023-04-16,2023 World Championship,5550,2023,2023-04-03 00:00:00
9324,Si Jiahui,Shaun Murphy,10,9,19,Last 32,2023-04-20,2023 World Championship,5550,2023,2023-04-03 00:00:00
9325,John Higgins,David Grace,10,3,19,Last 32,2023-04-18,2023 World Championship,5550,2023,2023-04-03 00:00:00
9326,Luca Brecel,Ricky Walden,10,9,19,Last 32,2023-04-16,2023 World Championship,5550,2023,2023-04-03 00:00:00
9327,Stuart Bingham,David Gilbert,10,4,19,Last 32,2023-04-16,2023 World Championship,5550,2023,2023-04-03 00:00:00
9328,Mark Allen,Fan Zhengyi,10,5,19,Last 32,2023-04-17,2023 World Championship,5550,2023,2023-04-03 00:00:00
9329,Mark Selby,Gary Wilson,13,7,25,Last 16,2023-04-24,2023 World Championship,5550,2023,2023-04-03 00:00:00
9330,Ronnie O'Sullivan,Hossein Vafaei,13,2,25,Last 16,2023-04-22,2023 World Championship,5550,2023,2023-04-03 00:00:00
9331,Anthony McGill,Jack Lisowski,13,8,25,Last 16,2023-04-24,2023 World Championship,5550,2023,2023-04-03 00:00:00
9332,Jak Jones,Neil Robertson,13,7,25,Last 16,2023-04-22,2023 World Championship,5550,2023,2023-04-03 00:00:00
9333,Si Jiahui,Robert Milkins,13,7,25,Last 16,2023-04-24,2023 World Championship,5550,2023,2023-04-03 00:00:00
9334,John Higgins,Kyren Wilson,13,2,25,Last 16,2023-04-23,2023 World Championship,5550,2023,2023-04-03 00:00:00
9335,Luca Brecel,Mark Williams,13,11,25,Last 16,2023-04-21,2023 World Championship,5550,2023,2023-04-03 00:00:00
9336,Mark Allen,Stuart Bingham,13,4,25,Last 16,2023-04-22,2023 World Championship,5550,2023,2023-04-03 00:00:00
9337,Mark Selby,John Higgins,13,7,25,Quarter-final,2023-04-26,2023 World Championship,5550,2023,2023-04-03 00:00:00
9338,Si Jiahui,Anthony McGill,13,12,25,Quarter-final,2023-04-26,2023 World Championship,5550,2023,2023-04-03 00:00:00
9339,Luca Brecel,Ronnie O'Sullivan,13,10,25,Quarter-final,2023-04-26,2023 World Championship,5550,2023,2023-04-03 00:00:00
9340,Mark Allen,Jak Jones,13,10,25,Quarter-final,2023-04-26,2023 World Championship,5550,2023,2023-04-03 00:00:00
9341,Mark Selby,Mark Allen,17,15,33,Semi-final,2023-04-30,2023 World Championship,5550,2023,2023-04-03 00:00:00
9342,Luca Brecel,Si Jiahui,17,15,33,Semi-final,2023-04-29,2023 World Championship,5550,2023,2023-04-03 00:00:00
9343,Luca Brecel,Mark Selby,18,15,35,Final,2023-05-01,2023 World Championship,5550,2023,2023-04-03 00:00:00
9344,Dean Young,Dharminder Singh Lilly,4,2,7,Round 1,2023-05-27,2023 Q School - Event 1,5674,2023,2023-05-26 00:00:00
9345,Jason Wright,Rupesh Thakkar,4,0,7,Round 1,2023-05-26,2023 Q School - Event 1,5674,2023,2023-05-26 00:00:00
9346,Daniel Womersley,Simon Bevz,4,0,7,Round 1,2023-05-27,2023 Q School - Event 1,5674,2023,2023-05-26 00:00:00
9347,Jamie Wilson,Rodion Judin,4,1,7,Round 1,2023-05-26,2023 Q School - Event 1,5674,2023,2023-05-26 00:00:00
9348,Patrick Whelan,Ian Barlow,4,0,7,Round 1,2023-05-26,2023 Q School - Event 1,5674,2023,2023-05-26 00:00:00
9349,Stuart Watson,Bradley Cowdroy,4,1,7,Round 1,2023-05-26,2023 Q School - Event 1,5674,2023,2023-05-26 00:00:00
9350,Mark Vincent,Anthony Wall,4,2,7,Round 1,2023-05-26,2023 Q School - Event 1,5674,2023,2023-05-26 00:00:00
