,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year
14876,Judd Trump,Peifan Lei,6,2,11,Last 16,2025-03-18,2025 Players Championship,6679,2025
14877,Mark Selby,Si Jiahui,6,3,11,Last 16,2025-03-18,2025 Players Championship,6679,2025
14878,Neil Robertson,Stuart Bingham,6,4,11,Last 16,2025-03-18,2025 Players Championship,6679,2025
14879,Shaun Murphy,Barry Hawkins,6,4,11,Last 16,2025-03-18,2025 Players Championship,6679,2025
14880,John Higgins,Chris Wakelin,6,5,11,Last 16,2025-03-19,2025 Players Championship,6679,2025
14881,Xiao Guodong,Wu Yize,6,5,11,Last 16,2025-03-19,2025 Players Championship,6679,2025
14882,Kyren Wilson,Mark Williams,6,3,11,Quarter-final,2025-03-19,2025 Players Championship,6679,2025
14883,Judd Trump,Shaun Murphy,6,0,11,Quarter-final,2025-03-20,2025 Players Championship,6679,2025
14884,Neil Robertson,Mark Selby,6,3,11,Quarter-final,2025-03-20,2025 Players Championship,6679,2025
14885,John Higgins,Xiao Guodong,6,5,11,Quarter-final,2025-03-21,2025 Players Championship,6679,2025
14886,Kyren Wilson,Neil Robertson,6,5,11,Semi-final,2025-03-21,2025 Players Championship,6679,2025
14887,Judd Trump,John Higgins,6,4,11,Semi-final,2025-03-22,2025 Players Championship,6679,2025
14888,Kyren Wilson,Judd Trump,10,9,19,Final,2025-03-23,2025 Players Championship,6679,2025
14889,Wu Yize,Pang Junxu,4,0,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14890,Kyren Wilson,Matthew Selt,4,3,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14891,Hossein Vafaei,Si Jiahui,4,3,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14892,Judd Trump,Gary Wilson,4,2,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14893,Xu Si,Ding Junhui,4,3,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14894,Mark Selby,Jackson Page,4,3,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14895,Jimmy Robertson,Mark Allen,4,2,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14896,Neil Robertson,Yuan Sijun,4,0,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14897,Shaun Murphy,Ben Woollaston,4,3,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14898,Jack Lisowski,Zhang Anda,4,2,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14899,Peifan Lei,Elliot Slessor,4,2,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14900,John Higgins,Ali Carter,4,3,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14901,Barry Hawkins,Tom Ford,4,1,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14902,Xiao Guodong,Jak Jones,4,3,7,Last 32,2025-03-05,2025 World Grand Prix,6667,2025
14903,David Gilbert,Chris Wakelin,4,3,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14904,Stuart Bingham,Mark Williams,4,2,7,Last 32,2025-03-04,2025 World Grand Prix,6667,2025
14905,Hossein Vafaei,Xu Si,4,3,7,Last 16,2025-03-06,2025 World Grand Prix,6667,2025
14906,Mark Selby,Jimmy Robertson,4,2,7,Last 16,2025-03-06,2025 World Grand Prix,6667,2025
14907,Neil Robertson,David Gilbert,4,1,7,Last 16,2025-03-06,2025 World Grand Prix,6667,2025
14908,Shaun Murphy,Barry Hawkins,4,1,7,Last 16,2025-03-06,2025 World Grand Prix,6667,2025
14909,John Higgins,Kyren Wilson,4,2,7,Last 16,2025-03-06,2025 World Grand Prix,6667,2025
14910,Xiao Guodong,Peifan Lei,4,3,7,Last 16,2025-03-06,2025 World Grand Prix,6667,2025
14911,Stuart Bingham,Wu Yize,4,2,7,Last 16,2025-03-06,2025 World Grand Prix,6667,2025
14912,Judd Trump,Hossein Vafaei,5,0,9,Quarter-final,2025-03-07,2025 World Grand Prix,6667,2025
14913,Neil Robertson,Xiao Guodong,5,3,9,Quarter-final,2025-03-07,2025 World Grand Prix,6667,2025
14914,Shaun Murphy,John Higgins,5,3,9,Quarter-final,2025-03-07,2025 World Grand Prix,6667,2025
14915,Stuart Bingham,Mark Selby,5,4,9,Quarter-final,2025-03-07,2025 World Grand Prix,6667,2025
14916,Neil Robertson,Shaun Murphy,6,5,11,Semi-final,2025-03-08,2025 World Grand Prix,6667,2025
14917,Stuart Bingham,Judd Trump,6,3,11,Semi-final,2025-03-08,2025 World Grand Prix,6667,2025
14918,Neil Robertson,Stuart Bingham,10,0,19,Final,2025-03-09,2025 World Grand Prix,6667,2025
14919,Long Zehuang,Mitchell Mann,5,2,9,Last 128,2024-12-20,2025 World Open,6445,2025
14920,Zhou Yuelong,Ma Hailong,5,1,9,Last 128,2024-12-21,2025 World Open,6445,2025
14921,Wu Yize,Robbie Mcguigan,5,0,9,Last 128,2024-12-20,2025 World Open,6445,2025
14922,Ben Woollaston,Simon Blackwell,5,2,9,Last 128,2024-12-21,2025 World Open,6445,2025
14923,Kyren Wilson,Hammad Miah,5,2,9,Last 128,2025-02-23,2025 World Open,6445,2025
14924,Gary Wilson,Gong Chenzhi,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14925,Robbie Williams,Ian Burns,5,4,9,Last 128,2024-12-21,2025 World Open,6445,2025
14926,Daniel Wells,Ross Muir,5,2,9,Last 128,2024-12-21,2025 World Open,6445,2025
14927,Ricky Walden,Hatem Yassen,5,0,9,Last 128,2024-12-21,2025 World Open,6445,2025
14928,Hossein Vafaei,Ben Mertens,5,3,9,Last 128,2024-12-20,2025 World Open,6445,2025
14929,Thepchaiya Un-Nooh,Andrew Higginson,5,3,9,Last 128,2024-12-20,2025 World Open,6445,2025
14930,Judd Trump,Xing Zihao,5,0,9,Last 128,2025-02-23,2025 World Open,6445,2025
14931,Chris Totten,Stuart Bingham,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14932,Zak Surety,Si Jiahui,5,0,9,Last 128,2024-12-20,2025 World Open,6445,2025
14933,Matthew Stevens,David Grace,5,2,9,Last 128,2024-12-20,2025 World Open,6445,2025
14934,Akani Songsermsawad,Mark Williams,5,2,9,Last 128,2024-12-22,2025 World Open,6445,2025
14935,Elliot Slessor,Jonas Luz,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14936,Ishpreet Singh Chadha,Dominic Dale,5,4,9,Last 128,2024-12-21,2025 World Open,6445,2025
14937,Yuan Sijun,Haydon Pinhey,5,0,9,Last 128,2024-12-20,2025 World Open,6445,2025
14938,Xu Si,Zou Pengfei,5,3,9,Last 128,2025-02-23,2025 World Open,6445,2025
14939,Mark Selby,Artemijs Zizins,5,4,9,Last 128,2024-12-22,2025 World Open,6445,2025
14940,Amir Sarkhosh,David Gilbert,5,3,9,Last 128,2024-12-22,2025 World Open,6445,2025
14941,Noppon Saengkham,Dean Young,5,1,9,Last 128,2024-12-21,2025 World Open,6445,2025
14942,Jimmy Robertson,Haris Tahir,5,3,9,Last 128,2024-12-20,2025 World Open,6445,2025
14943,Manasawin Phetmalaikul,Matthew Selt,5,2,9,Last 128,2024-12-22,2025 World Open,6445,2025
14944,Joe Perry,Kreishh Gurbaxani,5,0,9,Last 128,2024-12-20,2025 World Open,6445,2025
14945,Tian Pengfei,Yulu Bai,5,1,9,Last 128,2024-12-21,2025 World Open,6445,2025
14946,Jackson Page,Ashley Carty,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14947,Martin O'Donnell,Bulcsú Révész,5,4,9,Last 128,2024-12-21,2025 World Open,6445,2025
14948,Joe O'Connor,Alexander Ursenbacher,5,3,9,Last 128,2024-12-20,2025 World Open,6445,2025
14949,Shaun Murphy,Mostafa Dorgham,5,3,9,Last 128,2024-12-22,2025 World Open,6445,2025
14950,Stan Moody,Zhang Anda,5,3,9,Last 128,2025-02-23,2025 World Open,6445,2025
14951,Robert Milkins,Farakh Ajaib,5,2,9,Last 128,2024-12-21,2025 World Open,6445,2025
14952,Anthony McGill,Reanne Evans,5,0,9,Last 128,2024-12-21,2025 World Open,6445,2025
14953,Jack Lisowski,Julien Leclercq,5,3,9,Last 128,2024-12-21,2025 World Open,6445,2025
14954,David Lilley,Cao Jin,5,4,9,Last 128,2025-02-23,2025 World Open,6445,2025
14955,Peifan Lei,Anthony Hamilton,5,4,9,Last 128,2024-12-21,2025 World Open,6445,2025
14956,Antoni Kowalski,Paul Deaville,5,1,9,Last 128,2024-12-21,2025 World Open,6445,2025
14957,Pang Junxu,Ken Doherty,5,2,9,Last 128,2024-12-22,2025 World Open,6445,2025
14958,Ding Junhui,Jiang Jun,5,1,9,Last 128,2025-02-23,2025 World Open,6445,2025
14959,Duane Jones,Fan Zhengyi,5,3,9,Last 128,2024-12-22,2025 World Open,6445,2025
14960,Jak Jones,Allan Taylor,5,0,9,Last 128,2024-12-21,2025 World Open,6445,2025
14961,Jamie Jones,Liam Pullen,5,3,9,Last 128,2024-12-21,2025 World Open,6445,2025
14962,Zhou Jinhao,Sanderson Lam,5,1,9,Last 128,2025-02-23,2025 World Open,6445,2025
14963,Liu Hongyu,Siripaporn Nuanthakhamjan,5,0,9,Last 128,2024-12-22,2025 World Open,6445,2025
14964,Aaron Hill,Mink Nutcharut,5,0,9,Last 128,2024-12-20,2025 World Open,6445,2025
14965,John Higgins,Wang Yuchen,5,4,9,Last 128,2024-12-21,2025 World Open,6445,2025
14966,Louis Heathcote,Jamie Clarke,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14967,Barry Hawkins,Cheung Ka Wai,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14968,Lyu Haotian,Oliver Lines,5,2,9,Last 128,2024-12-22,2025 World Open,6445,2025
14969,He Guoqiang,Huang Jiahao,5,0,9,Last 128,2024-12-21,2025 World Open,6445,2025
14970,Xiao Guodong,Dylan Emery,5,0,9,Last 128,2024-12-22,2025 World Open,6445,2025
14971,Tom Ford,Ahmed Aly Elsayed,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14972,Graeme Dott,Jimmy White,5,1,9,Last 128,2024-12-22,2025 World Open,6445,2025
14973,Scott Donaldson,Wang Yuhang,5,0,9,Last 128,2025-02-23,2025 World Open,6445,2025
14974,Ryan Day,Marco Fu,5,2,9,Last 128,2024-12-21,2025 World Open,6445,2025
14975,Mark Davis,Liam Davies,5,4,9,Last 128,2024-12-20,2025 World Open,6445,2025
14976,Ali Carter,Joshua Thomond,5,4,9,Last 128,2024-12-21,2025 World Open,6445,2025
14977,Stuart Carrington,Daniel Womersley,5,2,9,Last 128,2025-02-23,2025 World Open,6445,2025
14978,Alfie Burden,Stephen Maguire,5,4,9,Last 128,2024-12-20,2025 World Open,6445,2025
14979,Jordan Brown,Liam Graham,5,1,9,Last 128,2024-12-20,2025 World Open,6445,2025
14980,Luca Brecel,Iulian Boiko,5,3,9,Last 128,2024-12-22,2025 World Open,6445,2025
14981,Mark Allen,Thor Chuan Leong,5,4,9,Last 128,2024-12-22,2025 World Open,6445,2025
14982,Zhou Yuelong,Manasawin Phetmalaikul,5,1,9,Last 64,2025-02-23,2025 World Open,6445,2025
14983,Wu Yize,Jackson Page,5,4,9,Last 64,2025-02-23,2025 World Open,6445,2025
14984,Ben Woollaston,Amir Sarkhosh,5,0,9,Last 64,2025-02-24,2025 World Open,6445,2025
14985,Kyren Wilson,Peifan Lei,5,1,9,Last 64,2025-02-24,2025 World Open,6445,2025
14986,Daniel Wells,Gary Wilson,5,4,9,Last 64,2025-02-24,2025 World Open,6445,2025
14987,Hossein Vafaei,Yuan Sijun,5,4,9,Last 64,2025-02-24,2025 World Open,6445,2025
14988,Judd Trump,Long Zehuang,5,1,9,Last 64,2025-02-24,2025 World Open,6445,2025
14989,Zak Surety,Jordan Brown,5,4,9,Last 64,2025-02-24,2025 World Open,6445,2025
14990,Elliot Slessor,Lyu Haotian,5,2,9,Last 64,2025-02-23,2025 World Open,6445,2025
14991,Xu Si,Robert Milkins,5,3,9,Last 64,2025-02-24,2025 World Open,6445,2025
14992,Jimmy Robertson,Noppon Saengkham,5,3,9,Last 64,2025-02-23,2025 World Open,6445,2025
14993,Joe O'Connor,Alfie Burden,5,1,9,Last 64,2025-02-24,2025 World Open,6445,2025
14994,Shaun Murphy,Zhou Jinhao,5,0,9,Last 64,2025-02-24,2025 World Open,6445,2025
14995,Stan Moody,Graeme Dott,5,2,9,Last 64,2025-02-24,2025 World Open,6445,2025
14996,Jack Lisowski,Scott Donaldson,5,2,9,Last 64,2025-02-24,2025 World Open,6445,2025
14997,David Lilley,Mark Allen,5,4,9,Last 64,2025-02-24,2025 World Open,6445,2025
14998,Antoni Kowalski,Matthew Stevens,5,3,9,Last 64,2025-02-23,2025 World Open,6445,2025
14999,Pang Junxu,Anthony McGill,5,0,9,Last 64,2025-02-24,2025 World Open,6445,2025
15000,Ding Junhui,Joe Perry,5,2,9,Last 64,2025-02-24,2025 World Open,6445,2025
15001,Duane Jones,Xiao Guodong,5,4,9,Last 64,2025-02-24,2025 World Open,6445,2025
15002,Liu Hongyu,Mark Selby,5,2,9,Last 64,2025-02-23,2025 World Open,6445,2025
15003,Michael Holt,Martin O'Donnell,5,3,9,Last 64,2025-02-23,2025 World Open,6445,2025
15004,Aaron Hill,Akani Songsermsawad,5,3,9,Last 64,2025-02-23,2025 World Open,6445,2025
15005,John Higgins,Mark Davis,5,1,9,Last 64,2025-02-23,2025 World Open,6445,2025
15006,Louis Heathcote,Stuart Carrington,5,3,9,Last 64,2025-02-24,2025 World Open,6445,2025
15007,Barry Hawkins,Jamie Jones,5,2,9,Last 64,2025-02-24,2025 World Open,6445,2025
15008,Tom Ford,Ishpreet Singh Chadha,5,4,9,Last 64,2025-02-24,2025 World Open,6445,2025
15009,Ali Carter,He Guoqiang,5,3,9,Last 64,2025-02-23,2025 World Open,6445,2025
15010,Zhou Yuelong,Kyren Wilson,5,4,9,Last 32,2025-02-25,2025 World Open,6445,2025
15011,Zak Surety,Duane Jones,5,4,9,Last 32,2025-02-25,2025 World Open,6445,2025
15012,Xu Si,Stan Moody,5,3,9,Last 32,2025-02-25,2025 World Open,6445,2025
15013,Jimmy Robertson,Aaron Hill,5,4,9,Last 32,2025-02-25,2025 World Open,6445,2025
15014,Joe O'Connor,Judd Trump,5,2,9,Last 32,2025-02-25,2025 World Open,6445,2025
15015,Shaun Murphy,Thepchaiya Un-Nooh,5,0,9,Last 32,2025-02-25,2025 World Open,6445,2025
15016,David Lilley,Wu Yize,5,4,9,Last 32,2025-02-25,2025 World Open,6445,2025
15017,Pang Junxu,Tian Pengfei,5,3,9,Last 32,2025-02-25,2025 World Open,6445,2025
15018,Ding Junhui,Hossein Vafaei,5,3,9,Last 32,2025-02-25,2025 World Open,6445,2025
15019,Liu Hongyu,Elliot Slessor,5,4,9,Last 32,2025-02-25,2025 World Open,6445,2025
15020,Michael Holt,Antoni Kowalski,5,1,9,Last 32,2025-02-25,2025 World Open,6445,2025
15021,John Higgins,Robbie Williams,5,3,9,Last 32,2025-02-25,2025 World Open,6445,2025
15022,Barry Hawkins,Ben Woollaston,5,4,9,Last 32,2025-02-25,2025 World Open,6445,2025
15023,Tom Ford,Daniel Wells,5,3,9,Last 32,2025-02-25,2025 World Open,6445,2025
15024,Ryan Day,Louis Heathcote,5,2,9,Last 32,2025-02-25,2025 World Open,6445,2025
15025,Ali Carter,Jack Lisowski,5,4,9,Last 32,2025-02-25,2025 World Open,6445,2025
15026,Zak Surety,Liu Hongyu,5,2,9,Last 16,2025-02-26,2025 World Open,6445,2025
15027,Joe O'Connor,Michael Holt,5,3,9,Last 16,2025-02-26,2025 World Open,6445,2025
15028,Shaun Murphy,Ding Junhui,5,2,9,Last 16,2025-02-26,2025 World Open,6445,2025
15029,Pang Junxu,Xu Si,5,2,9,Last 16,2025-02-26,2025 World Open,6445,2025
15030,John Higgins,Zhou Yuelong,5,4,9,Last 16,2025-02-26,2025 World Open,6445,2025
15031,Barry Hawkins,Ryan Day,5,3,9,Last 16,2025-02-26,2025 World Open,6445,2025
15032,Tom Ford,Jimmy Robertson,5,3,9,Last 16,2025-02-26,2025 World Open,6445,2025
15033,Ali Carter,David Lilley,5,1,9,Last 16,2025-02-26,2025 World Open,6445,2025
15034,Zak Surety,Tom Ford,5,3,9,Quarter-final,2025-02-27,2025 World Open,6445,2025
15035,Joe O'Connor,Shaun Murphy,5,1,9,Quarter-final,2025-02-27,2025 World Open,6445,2025
15036,John Higgins,Pang Junxu,5,0,9,Quarter-final,2025-02-27,2025 World Open,6445,2025
15037,Ali Carter,Barry Hawkins,5,4,9,Quarter-final,2025-02-27,2025 World Open,6445,2025
15038,Joe O'Connor,Ali Carter,6,3,11,Semi-final,2025-02-28,2025 World Open,6445,2025
15039,John Higgins,Zak Surety,6,5,11,Semi-final,2025-02-28,2025 World Open,6445,2025
15040,John Higgins,Joe O'Connor,10,6,19,Final,2025-03-01,2025 World Open,6445,2025
15041,Artemijs Zizins,Farakh Ajaib,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15042,Wang Yuchen,Zak Surety,4,2,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15043,Jimmy White,Joshua Thomond,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15044,Allan Taylor,Haris Tahir,4,3,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15045,Ishpreet Singh Chadha,Siripaporn Nuanthakhamjan,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15046,Amir Sarkhosh,Cheung Ka Wai,4,3,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15047,Bulcsú Révész,Anton Kazakov,4,2,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15048,Liam Pullen,Kreishh Gurbaxani,4,3,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15049,Haydon Pinhey,Xing Zihao,4,3,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15050,Andrew Pagett,Mink Nutcharut,4,3,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15051,Florian Nüßle,Jiang Jun,4,3,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15052,Ross Muir,Manasawin Phetmalaikul,4,2,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15053,Stan Moody,Chris Totten,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15054,Ben Mertens,Simon Blackwell,4,2,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15055,Mitchell Mann,Dean Young,4,3,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15056,Oliver Lines,Ahmed Aly Elsayed,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15057,Michael Holt,Hatem Yassen,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15058,Andrew Higginson,Daniel Womersley,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15059,Louis Heathcote,Robbie Mcguigan,4,1,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15060,Ma Hailong,Oliver Briffett-Payne,4,1,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15061,Liam Graham,Iulian Boiko,4,3,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15062,Marco Fu,Jonas Luz,4,0,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15063,Reanne Evans,Julien Leclercq,4,1,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15064,Dylan Emery,Duane Jones,4,2,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15065,Liam Davies,Antoni Kowalski,4,1,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15066,Thor Chuan Leong,Riley Powell,4,3,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15067,Gong Chenzhi,Ken Doherty,4,0,7,Last 128,2025-02-05,2025 Welsh Open,6606,2025
15068,Ian Burns,Mostafa Dorgham,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15069,Alfie Burden,Paul Deaville,4,0,7,Last 128,2025-02-04,2025 Welsh Open,6606,2025
15070,Fan Zhengyi,Andrew Pagett,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15071,Wang Yuchen,Martin O'Donnell,4,0,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15072,Robbie Williams,Liam Pullen,4,1,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15073,Ricky Walden,Artemijs Zizins,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15074,Matthew Stevens,Hammad Miah,4,1,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15075,Ishpreet Singh Chadha,Ashley Carty,4,0,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15076,Yuan Sijun,Amir Sarkhosh,4,0,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15077,Xu Si,Bulcsú Révész,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15078,Jimmy Robertson,Allan Taylor,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15079,Haydon Pinhey,Tian Pengfei,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15080,Joe O'Connor,Reanne Evans,4,0,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15081,Florian Nüßle,Liu Hongyu,4,3,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15082,Ross Muir,David Lilley,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15083,Stan Moody,Anthony Hamilton,4,3,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15084,Ben Mertens,Thepchaiya Un-Nooh,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15085,Sanderson Lam,Alfie Burden,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15086,Jamie Jones,Ian Burns,4,1,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15087,Michael Holt,Daniel Wells,4,1,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15088,Andrew Higginson,He Guoqiang,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15089,Ma Hailong,Joe Perry,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15090,Marco Fu,David Grace,4,0,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15091,Dylan Emery,Peifan Lei,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15092,Graeme Dott,Oliver Lines,4,3,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15093,Scott Donaldson,Jimmy White,4,3,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15094,Mark Davis,Liam Graham,4,2,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15095,Liam Davies,Anthony McGill,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15096,Dominic Dale,Mitchell Mann,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15097,Joshua Cooper,Ben Woollaston,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15098,Jamie Clarke,Louis Heathcote,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15099,Thor Chuan Leong,Aaron Hill,4,2,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15100,Stuart Carrington,Long Zehuang,4,3,7,Last 96,2025-02-05,2025 Welsh Open,6606,2025
15101,Jordan Brown,Gong Chenzhi,4,3,7,Last 96,2025-02-06,2025 Welsh Open,6606,2025
15102,Wu Yize,Scott Donaldson,4,3,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15103,Kyren Wilson,Marco Fu,4,3,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15104,Robbie Williams,Stuart Bingham,4,0,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15105,Mark Williams,Florian Nüßle,4,1,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15106,Chris Wakelin,Michael Holt,4,3,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15107,Hossein Vafaei,Fan Zhengyi,4,2,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15108,Matthew Stevens,Jak Jones,4,2,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15109,Elliot Slessor,Liam Davies,4,0,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15110,Ishpreet Singh Chadha,Gary Wilson,4,3,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15111,Yuan Sijun,Zhou Yuelong,4,1,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15112,Matthew Selt,Ricky Walden,4,0,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15113,Mark Selby,Haydon Pinhey,4,2,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15114,Noppon Saengkham,Dylan Emery,4,1,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15115,Neil Robertson,Mark Davis,4,2,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15116,Jackson Page,Jimmy Robertson,4,2,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15117,Joe O'Connor,Lyu Haotian,4,0,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15118,Robert Milkins,Wang Yuchen,4,1,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15119,Stephen Maguire,Xu Si,4,2,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15120,Jack Lisowski,Joshua Cooper,4,0,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15121,Sanderson Lam,Barry Hawkins,4,1,7,Last 64,2025-02-11,2025 Welsh Open,6606,2025
15122,Pang Junxu,Dominic Dale,4,2,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15123,Jamie Jones,Si Jiahui,4,2,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
15124,John Higgins,Graeme Dott,4,0,7,Last 64,2025-02-10,2025 Welsh Open,6606,2025
